score,review
1,masalah dalam jaringan
5,nih game keren bgt
5,banyak bug benerin
1,analognya ga gerak
5,"Wajib di mainkan, seru parah"
4,Kenapa sering loading
5,gamenya sangat bagus
5,"Akhirnya,bisa juga ,,thanks 💯"
2,"ga bisa gerak oyy, bug kah?"
5,gamenya sangat bagus
5,Game mirip sama manhwa nya
5,Ngelag gimana ini 🥺🥺🥺 Masuk nya susah eh
5,Gamenya sudah bagus
5,game keren bgt sihh
5,Keren walau gacha nya terasa menyiksa
5,Game terbaik sejauh ini
4,Apa-Apa'an analog nggk bisa digerakin
5,Gamenya sangat bagus saya suka
5,mantap lah game ini
3,muter muter mulu jir oadahal jatingan barus
5,game nya sangat 👍👍bagus
3,KENAPA PUNYA SAYA GK BISA DI SENTUH KETIKA TUTORIAL SENTUH MAU JALA AJA
5,Game paling keren menurut gw
5,game nya sangat bagus
5,sumpah ini game seru banget
5,Semoga tahan lama gamenya
1,Masih sering ngebug
4,server belom optimal
5,game nya keren asik
5,gila ini bagus banget
5,Cuman masih ada bug
1,login gagal terus
5,Game ini sangat bagus
5,baru main gachanya udah wangy
5,bagus saya suka. soloplayer
5,Games sudah keren
5,terimakasih untuk karakter SSR nya
5,mantap Gamenya njirrrrrr
1,Karena. Game. Ini. Aku. Gak. Bisa. Masuk
5,gamenya sangat bagus
5,game nya bagus banget
1,Loading aja terus sampe mampus
1,Gak bisa gerak
5,update selalu yaa 🤍🤍🤍
3,stuk di awal permainan
5,untuk awal masih oke
5,game ramah dan baik
5,"Good joob, untuk bansos nya"
5,Ini sih keren banget
5,baru spin langsung dapat SSR
4,untuk saat ini bagus
3,"Servernya buruk,"
5,mantap semoga selalu dapet SSR
5,Semoga Gak Jadi Game Kikir Kaya Sebelah :D
1,Min punya ku g bisa di gerakin joystik nya
5,cuma agak sedikit ngebug
5,"bagus banget,kurang optimal aja"
2,Gk gerak ram 8
5,Bagus tapi penyimpanan aku habis
5,sejauh ini game nya seru
1,Ngebug oyy gamenya gimana sih ?
5,keren banget cuuuuyy
5,game yang seru bintang ⭐⭐⭐⭐⭐ 5
5,kok agak lag ya??
3,mahal sekali harganya
5,"josss nihh,cuman kadang buffering"
5,Bagus gameplay nya
5,gamenya bagus seruuu
1,Telalu sering loading di lobby
3,Ini knapa baru mulai udh nge bugg parahh
3,klau ke depannya bgus kasi bintang 5
3,Msih banyak bug
1,Min kok saya gak bisa download ya tolong dibenerin
5,mantap baru main dapet ssr
3,gatcha nya sangat2 sulit
3,Kok nge glitch ya gamenya?
5,game playnya bagus
5,"mantap,,, agak berbaiki"
5,Saya sangat suka game ini
5,Masih menunggu dapet gift 😝
5,Game nya bagus sekali
5,Ga sabar mau main nih game
5,Kenapa saya tidak bisa masuk server
2,Stuck di saat masuk tutorial
5,seru bgt sih asli👍👍👍di kmbangkn trs deh 🙏
5,keren game nya
1,Sinyal bagus muter² mulu
1,Game nya sangat jelek
1,BUG TRUS.. GUA STACK DI AWAL SETELAH ANIMASI ... GAK BISA GERAK ANALOG NY JIR
1,"Game belum siap , sudah dirilis 😑"
5,Keren banget game nya
1,Gak bisa gerak
5,game ini bagus!!!
5,Kok berhenti mau main Kenapa
5,karna suka simple
1,masih banyak. bug
3,Masih terlalu berat
5,game nya mantap....keren👍
3,"Min, di Android masih sistem pc"
3,Terlalu banyak tutorialnya
1,Game aneh lawan 5 boss cuma dikasih waktu 3 menit dongo Netmarble bodoh
1,Combat battle ngasih dodge cmn 3 mana cd nya lama gajelas
2,Game tolol kebanyak tutorial anj
5,keren game nya
1,jaringannya lemot
4,Baru masuk kok gak bisa gerak?
5,yaa aku suka game nya
5,kurang di lock target
5,Seru tapi sering muter muter kalo di lobby
5,game terbaik tahun ini
5,"GAK BISA DIMAINKAN DI ANDROID HP KENTANG,... HARUS MAIN DI HP AND CONTROL L DAN R DI SISI HP ATAU PAKE STEAK BARU BISA,.. GAME KON"
5,Game ini sudah bagus
1,Gak bisa gerak
5,keren min mirip di manhwa
1,Tidak sesuai ekspetasi
5,Intinya bagus gamenya
1,Perbaiki bug yang ada
5,terimakasih game baik gk kikir
5,Keren banget gamenya
5,Masih lag banget😭😭
5,panjang umur game baik
1,Game ga jelas makan data doang
5,Game terbaik abad ini
5,Alhamdulillah asik game nya
5,woooow sesuai dengan expetasi ku
5,mantep gamenya min
5,Yang pasti gemnya mantap bujang ygy 😹🤦🏻
5,keren game nya
1,gamenya ngecrash mulu
1,Jaringan server buruk
1,Keseringan loading stuck Mulu gajelas
2,Apalah analog nya gabisa di pencet
2,Masih sering ngebug
2,Game kok macet2 Mulu niat bikin game nggak
5,"Mantul, ga pelit bagi2 hadiah"
4,Wiih udah resmi sekarang...
5,Loading terlalu banyak
1,G bisa main server bermalasah
1,Rate Hero terlalu ampas masa harus di atas 60x gacha baru dpt
1,"Tidak bisa main,"
5,game yang cocok untuku
5,Susah untuk cari gold
1,gak bisa login
5,senauh ini bagus
1,Ngeblank mulu padahal HP spek gamer
5,"keren, tapi kurang ngerti"
5,semangat update terus
1,bug banyak banget
1,Ngebug diawal gk gerak
1,"HP gua kentang lag parah, chipset spek helio p22 wkwkwkwk"
1,game bufering tiap detik tolol
1,Apa sih ngestuk loding scren terus di rilok berapa kali sama aja kocak
5,masih banyak bugg nya
1,bug nya bgt ajg
5,bagus sekali gamenya
5,game nya seru banget
5,Keren kali lh game nya
1,Please tambahkan fitur unbind akun
1,Ini eror code 2 apa sih...
1,game jelek layar hitam asu
1,Loading nya lama minta ampunn
1,Tutorial nya lama banget
3,Banyak Bet Download Patchnya Min Kuranginlah
5,pas tutorial kok gak bisa dijalanin?
3,Loding terus Bt Main Nya Jadi Lama
5,baik sekali saya 20x gacha dapet b5
5,bagus seru coma gacha nya tolong di perbagus
5,Game terbaik menurutku
1,Loading mulu awkakwk ga jelas
1,gajelas disuruh update trus
1,Ini game belum siap rilis
5,Akhirnya rilis juga di global😋
5,game nya bagus sekali
5,Ini knp min kok saya gak bisa masuk ke akun saya??
5,bagus coy gamenya
5,Bug analog oi cepet benerin
1,Bug nya nggak ngotak gila
5,Game nya bagus sekali 👍👍
5,keren gamenya nyong
4,Semoga game nya bagus.
5,keren gamenya
1,dapet karakter gratisan
2,Gamenya sering blank hitam njir
5,aku dapat banyak SSR makasih garena
5,keren game nya
4,"SERU BET,TPI GAME P2W"
5,Bagus Sekali Game nya :)
5,loading nya ribet muter gajelas
2,Terlalu sering ngebug
1,Ga bisa di pijit apakah bug
2,Stuck di logo gimana nih
1,Perbaiki bug nya bgst
5,Udah bagus sejauh ini
5,seru banget game nya
5,Game seru minesnya loding trus
5,semoga selalu gak pelit SSR
5,Game yang sangat seru🔥🔥
1,Banyakan loading nya anjir.
4,Loadingnya lama!!!!!
1,Muncul 1 lagi game sampah
3,masih bnyk bug
5,"Bagus,keren,mantab boz🤗"
1,"Data korup tiba"" ga jelas lol"
5,game baguss sekali
5,Semoga support hp kentang
1,Gamenya berat hp saya ceket
1,Bug loding lahh!!!!!!!
1,Kebanyakan bug..
1,Game bodoh tolo bin sampah.
5,Keren banget walaupun gw belum mainin
1,kok ga bisa main sih...?
4,Kelamaan loading ya 🥲🥲
1,Game jelek lag banget
1,Banyak bnr bugnya
1,"Cok dev babi,masa tiap slesai battle buffering trus Sejam bisa 50x buka ni game buat kelarin 1battle doang"
1,Gabisa login gimana ini
1,Game GK kutu.jngn di dunkload
5,Cuma sedikit lag
1,analog kaga bisa digerakin
5,"Mohon maaf tolong kasih saya waifu saya dong ,kagak dapet dapet cha hae in😭"
1,Tiba tiba ngestuck ga jelas
1,Game tolol banyak buffering nya
5,Mungkin ada sedikit patah
1,Bug nya bnyk bgt
4,Perbaiki maslah sinyal
5,Game yang sangat seru
1,Game beta apa apa stuck
4,game ga siap launching
1,Game lama loding doang pake ini itu Blablablabla game sampah
5,game seru baru donlot
1,"isinya loading semua, jelek"
4,tutorial nya melelahkan
5,Untuk sementara mantap
2,gak bisa login
5,Mantav ... akhirnya rilis jg di global
5,gilaa ni game seru banget cuyyyy
1,Kebanyakan bug qntl
5,ga jelas malah stuck
5,keren gamenya
1,"Game cacat, ngebug mulu"
5,makasih mamah sudah mendolodkan game ini
5,game sangat baguss
5,Ntar klo Ada kendala balik lagi
5,Keren banget ini game
5,sangat real banget
5,sejauh ini bagus ja gg
5,Keren geme nya bagus
5,game ini seru dan epik
5,bru pertama kali pull lngsung dpet b5
5,game seru bagi pembaca solev
5,buat lebih menarik lagi
2,tutorial nya kelamaan
4,"Suwangar loh ya, tapi kurang asik"
5,semoga wangi terus kalo ngespin
1,Msih banyak bug
4,Masih banyak bug
5,Belum main tapi sepertinya bagus😁
3,Gacha nya ampas bat jir lah rateoff mulu
5,keren gamenya
5,Ini game sudah lama gw tunggu
5,Storyline nya bagus
1,Hade loadingx Lamah sekali di awal gemas 🤨
2,cara mainnya gimana di suruh pencet stick (L)
5,bagus apa gak belom tau
1,Tutorial sampai game kelar
5,Game bagus banget
4,Tambahkan Fitur Chat Global Please
5,gamenya seru banget
5,Keren dan bagus
5,Akhirnya bisa maen juga
4,Mayanlah walaupun repetitif 😅
3,ga kek game sebelah kiki bjir ini kaga kikir
5,Bagus banget game nya
5,Gamee nyaa kerennn bangett
1,Msih banyak bug
5,mantap bagusss pokoknya
5,MASIH BANYAK YG HARUS DI PERBAIKI TERLALU BANYAK LOADINGNYA..
1,Malah lengket gamenya
2,LOADING MULU TOLOL GAMENYA AMPE HARUS RELOG BIAR ILANG HADEHHHHH
5,Siapa disini yg masih nunggu server 🗿✌
5,Kenapa maintenance terus
1,"gm cacat aja di upload di play store tolol makanya ratingnya 3 , krn gm nya cacat Ega sesuai ekspetasi,,, development tolol gm cacat di upload"
5,seru banget game nya
5,keren game nya
5,gamenya sangat baguss
5,Game yang sangat bagus
4,jaringannya susah kali
1,"INI GAME STAG MULU,UDAH DI UPDATE MASI AJA STAG,KALO BELOM SEMPURNA TUH JANGAN DI RILIS!!!!!!"
5,gatcha nya susah amat
5,cukup keren mind
5,"masih di coba,tpi kreenn"
3,Login nya lama bgt
1,kok ngk bisa login
5,"mantapp, banyak tobruttt"
1,Macet macet Mulu jurrr keluar masuk Mulu jadi pusing 🗿
5,bagus game ini
5,Aplikasi ini sangat bagusss
1,Game nya ngeleg gimana sih garena
2,Macet saat loading 🗿
5,sangat keren banget
1,Ga usah di download game sampah
1,Baru main aja joy stik gk jalan
1,Masih kebanyakan ngebug
3,Stuck di tutorial awal
5,Makasih netase aku dapat cha hae in 1x tarikan mantap
1,rate gacha nya jelek sekali
1,Kebanyakan bug nya
1,Turunkan download files
3,Loading nya kelamaan
1,"Baruu mulai loding lama lagi,"
4,Lama tutornya bikin males.kaya bukan gua yang maen
5,tolong berikan kemudahan mencari koin emas pls bang
1,gk bs masuk.. nyangkut d misi pertama
5,Tolong ksh saya gift code karena saya sudah kasih bintang lima . 😁🙏
1,Bug layar hitam teross
5,bagus tapi ngelag
1,Sangat mengecewakan
5,"Keren,rate gacha nya tolong dibagusin 😭"
4,DEVELOPER NY KAGAK NGOTAK YG BOS YIGRIT GW DH PAKE HERO FULL SSR AMA SENJATA SSR AJA TETEP KALAH PADAHAL DH GW UPGRADE AMPE MEBTOK . EMANG YA KALO NGAK PAY TOW WIN SUSAH MENANG NYA
5,Mantab game terbaik
2,Game burik buat login aja susah pepeq
5,Seru amat nih game dah akun gw selalu hokii
5,bagus sekali saya sangat suka
3,Sistem gaca nya sampah
5,awal yang bagus.. terimakasih
1,Berat bgt nih game
1,MAU SAMPAI KAPAN BUG NYA? MAU SAMPE RATING 3.1 ??
5,ga ada buat gacha gratis?
5,Game bagus banget
2,Nge down terus bikin ga mood memen
1,"game dajjal, sudah ngelag"". istananya jadi istana iblis"
1,Game ampas ngestuck mulu
5,game ikut cerita anime-nya
5,gamenya seru banget
5,gamenya seru banget😁😁
5,Bagus rekomend ini gem
5,bagus bener dev
5,Bagas tapa gak bisa main
1,"PAY TO WIN SEKALI, GACHA SAMPAH RATE SANGAT RENDAH SANGAT SUSAH BUAT DAPETIN SSR HUNTER. UDAH JANGAN MAIN"
1,Gedebag gedebug masih banyak bugggg
3,Ku kasih bintang 3 yang 2 hilang
1,Bug parah gak jalan
1,gbisa dibuka blackscreen
5,game nya seru abis
3,Sering nge bug
1,GAME TOLOL ANJ INI GAME APASIH BEGO LOADING ANJ BNTR BNTR LOADING NGENTODDDDDD
5,keren gamenya
5,sangat luar biasa
1,tidak bisa masuk
1,tutorial terlalu lama
5,banyakin gratis an nya
1,Data nya gede bgt ajg
5,Sedang menunggu maintenance
1,Unduhan nya ga jalan
5,Gokil Wak Dapet adaptasi anime sama Game
3,Masih perlu perbaikan
3,Loading nya lama amat mid
3,Susah amat masuknya
5,APLIKASI SAMPAH ASU KOCAK GAME BUG LAWAK
5,saya sangat beruntung sekali gacha dapet ssr
5,kurang greget gamenya
5,gamea seru juga
5,Sangat bagus gra fik nya
5,"Game mantap Joss, mekanik handal"
5,alur cerita nya bagus
2,"Mentok di tutorial, nge frezze"
1,Dikit dikit blackscreen
5,game bagus banget
5,gilaaa satu spin dapat pedang raja iblis😁👍
4,kebanyakan loading wkwkw
1,Parah bgt loadingnya
5,Berat gak ya game ini?
5,Serunya main Games ini
5,game ini sangat baik bgt gacorr kangg
1,analog nya gamau gerak anj
5,Terbaik lah game nya
5,mantap saya sangat suka
1,Tidk bisa masuk kedalam apk
1,Gabisa dimainin aneh wkwk
5,game yang sudahh sangat ditunggu tunggu!!!!
1,Tutorial mulu bosan gua
1,Ga bisa dibuka kenapa ini
5,Belum pernah mencoba semoga bagus😁
1,6x ngulang donlot data bgst
5,Gachanya menurut saya sangat sulit😅
5,bgus banget permainannya
5,gacha nya ga bersahabat
5,GAME SANGAT BAGUS DAN SANGANT BAIK SANGAT MENEMANI KESEHARIAN KU TERIMAKASIH SOLO LEVELING:ARISE
5,kikir dan saya suka itu
5,KEREN BANGETTT CUYYY GRAFIK MANTAP BETUL
3,Perbaiki bugnya
5,game nya bagus oy
1,Loading nya lama
5,Gak tau kasih bintang 5 aja soalnya ini yang gw tunggu
5,baguss bngett game nyah😘😚
4,"sangat bagus, memuaskan"
1,Ko ga bisa di mainin ya?
5,mantap kali lngsung dapet ssr dong
1,najis kebanyakan loading
1,"Hapus, banyak bug"
5,seru dan gamenya dermawan 👍😁👍
1,"Ini ko ga bisa di mainkan nya,,"
1,Mau login malah muter muter
2,"Susah masuk, stuck"
5,bagus gem ya
1,Stuck di tutorial awal.
5,bagus menarik
1,WOIIII APALAHHH INI BARU AJA SAMPE TUTORIAL TAPI JOYSTICKNYA GK BISA DIGERAKIN DARI KEMARIN TOLONGLAH DI PERBAIKI SECEPATNYA!!!!
1,Baru mau masuk malah ga bisa tolol tolol
1,msi banyak bug
1,Masih sering ngebug
5,sering login mulu
5,bagus semuanya
5,Lumayan menarik
1,banyakan tutor.....klamaan
2,Baru mau main malah stack
5,game ini juga enak
5,keren mirip banget
5,agak sedikit membosankan
5,mantap game nya
5,mantap game nya
5,game baik terimakasih
1,Bugnya banyak
5,keren gme nya min
1,kebanyakan tutorial
1,Game Beta ga usah di rilis deks
5,story nya keren karena aku suka sjw
5,mntp sekali gacha dapat ssr
5,Bagus banget game nya
5,game yg sangat bagus
3,Susah tanpa topup.. hahaaa
1,Game hebat dan mantap
4,Benerin lagi bug nya
3,Hei Bujang Ini Napa Sticknya ga bisa di gerakin 🗿
5,Njirrr gua stuck di tutorial awal
1,Game haram gk bisa login
5,game ini bagus sekali 😁😁
5,Game paling keren
5,Yang hoki dapat SSR dobel yang PC yang pake hp terutama android ngu sampe gaca 80x baru 1 SSR .. tooop markotop
1,loading nya lama
2,Game setak di tutorial
5,"Gausah banyak omong, download aja"
1,Sumpah banyak bug cuk
3,Berat banget ini game gil4 🤣
5,Game nya RPG sekali
1,GAME BANYAK BUGGGG SERING LOADINGG
3,"udah coba dan bagus,"
3,banyak buffer nya
5,keren bingit asli
5,gacha nya sangat wangi
5,terima kasih sudah mendapatkan ssr beak junho
5,mantap sangat bagus
1,Game belum layak edar
5,asik banget game nya
1,Gm ini sangat loading
1,Update nya susah
4,Kebanyakan Loading nya...
5,gamenya baguss bngt
5,game bagus bgt
2,Bug semua isinya
5,mantap game playnya
5,game playnya keren
1,"LU KALO BIKIN GAME YANG BENER !!!!, INI GAME BANYAK BUGNYA !!!!, LU DISANA NGOPI ATAU TIDUR ? BEGO AMAT JADI DEVELOPER, HARUSNYA LU PERBAIKIN BUGNYA !!! BUKAN DIEM SAMA URUSIN EVENT EVENT BERDUIT !!!, TANGGUNG JAWAB LU MANA ????!!!!"
5,Akhirnya game yg di tunggu tunggu sudah rilis🤗
5,Bagus bgt gamenya
5,keren bngttt game nya
5,mesih banyak bug
5,game nya sangat bagus
5,game bagus sumpah
3,Parah sekarang ga bisa login.
5,Kenapa Nge stuck teruss
5,karena game nya seru
5,tingkat kan trus
5,seru game nya moga aja gak p2w
5,Terimakasih Game baik
5,gamenya seru sih
5,saya suka gamenya
2,Loading yang lama
5,Semoga Gamenya Tambah Lag
5,cukup menarik
4,Penasaran ama ni game
5,kasih bintang 5 katna dikasih cha haein pas gacha🤣🤣🤣
5,bagus bet game nya bjirr
1,GAME TERBAIK DARI SEGI BUG
5,sejauh ini masih oke lah
4,cukup menyenangkan
5,gamenya menarik
5,mirip sama anime aselinya
5,gem nya udah parah
1,"TOLONG PERBAIKI BUG BLACK SCREEN NYA, INI SANGAT MENGANGGU, SAMPAH"
1,Loading terus sampah
3,WOY NGEBUG NIH PAS DIPERINTAH MENGGERAKAN KARAKTER GAK BISA DISENTUH ASW
3,masi banyak bug
5,bagus banget sumpah
1,gede banget anying kapasitas nya ga nyangka gw bjir rill min by: daoa hengker wibu tzy
5,Sangat menarik
5,bagus sangat kocak
4,PERBAIKI BUG LOADING BARU GW KASIH B5
1,benerin bugnya
5,sumpah gua main nya di hp tapi di suruh tekan L
1,Gak bsa dimain kan
1,Kok di hpki harus pakai stik?
4,"suka loading"" cuy"
5,"mantap, lagi belajar"
1,Ga bisa masuk game
5,mantap rerol dipermudah 🔥👊🤝
3,masih banyak bag
5,Gila nih game seru banget
5,kerennnn game terkeren
1,Semoga game ini di hapus menggangu
5,seru gamenya
1,Terlalu banyak tutorial
5,game ini sangat bagus
1,Tidak bisa memasuki game
1,Game gak jelas malah stuck
5,mantap langsung di kasih hokiii
3,Tlong Bugnya dong di Benahin Capek Relog Mlu klw Hbis Selesai Misi Gate :(
1,Loding nya lama dislaik👎
1,kebanyakan bug nyusahin
5,Boboiboy nanti pas dewasa kek gini
1,Kameranya gk jelas
4,kurang di gachanya doang
5,keren sih ini game nya
4,min bansos aj yg laen bagus
3,Musti banyak relog parah kali
2,gak Bisa login
1,1 login nya lama buanget
5,kerennn lah yg wajib ⭐5
5,Game Yang Sungguh Bagus
5,Gak tau kenapa aku kasih bintang 5 pokoknya kasih aja
5,terimakasih game baik
3,kebanyakan tutorial🗿
1,Ga bisa masuk buang buang paket
3,Kenapa GK bisa login ya🤦
1,di Alpin kok nggak bisa download😆
1,kebanyakan tutorial
5,Game nya baguss
1,kebanyakan tutorial
5,cukup menarik
5,terimakasi game baik
1,Apaan Kaga bisa digerakin analognya
5,yg bilang ngebug mulu hp lu kentang kocak😂
5,game yang keren
5,baru coba keknya seruu
5,terbaik tapi gacha ampas
3,"3 dulu, soal nya sering eror"
1,tidak bisa dimainkan
5,Sangat Luar biasa
2,Masih bnyk bug
5,Sangat menarik
5,game nya seru bgt
1,"Developer lagi tidur, gk pham bhasa keluhan"
5,KU KASIH BINTANG 5 KERNA PAS 1 KALI GACHA LANGUNG DAPAT KRAKTER SSR SAMA SENJATA SSR JUGA ...
5,Jangan terlalu P2W
5,Belum ku coba sih semoga memuaskan
1,"MELATIH MEKANIK NOO, MELATIH KESABARAN YES"
1,Nggk bisa dimainin kocak
1,Keren g bsa gerak
4,Game kikir Sama aja kayak kikir impact
5,Game paling di tunggu
5,bagus banget roarrrr
1,G bisa login
1,Gerak dikit loading
5,Keren bgt sih utk saat ini.. 👍🏻👍🏻👍🏻
3,Banyak bug kentot
4,masih banyak bug
1,Anjaayy kok ga bisa digerakin analognyaa
5,Sangat cocok untuk ku
5,game nya kerenn
5,seru dan menyenangkan anjayy serepet hayyuk
5,seru dan keren
5,sangat menyenangkan
4,Nice hp kentang menjauh
5,gamenya seru banget
5,nice gampang hoki
5,Kalo akun gw hoki gw kasi B5 kalo gak hoki B1
5,gamenya seru abiszzz
5,Kok gk bisa masuk bang?
3,Lag mulu sinyalnya
5,kebanyakan tutorial
5,kayaknya bakal seru nih
5,Meskipun blom Nyoba tapi bagus aja🥭😁
5,asli keren banget
5,semoga gacha ku tambah wangi kan Uda rate 5 usn BAR
1,loading terus herang gw
5,games nya bagus
5,bagus game nyaa
1,Jelek gak sesuai anime
5,HAPUS MOBILE LEGENDS DEMI INI KARENA BOSEN SEMOGA LEBIH BAIK
1,game sangat bagus
5,bagus nih game 👍
5,game sangat bagus
5,game yang bagus
1,Game gak bisa dibuka
5,Tolong ringanin min GK kuat pengen maen
5,gacha pertama wangi banget^^
2,Huaahhh game nge BUG melulu .... Kirainn mahh bakal bangus ....
1,Download dah slesai pi Ko ga bisa masuk ke geme
3,Dikit dikit loading 🥲
2,bila nak masuk gate je xboleh tpi sound dh masuk
5,bagus game nya
5,keren pokoknya
5,Baru mau donwload sih🗿
5,bagus gamenya
1,game banyak bug nya ngentod
1,Baru download udah maintence
5,ini sangat bagus
4,optimalkan lagi
5,bagus banget sumpah
5,Kenapa belom bisa masuk
5,season 2 yok bisa
5,Sangat mendukung
3,ngelag bgt game nya
5,sangat memuaskan
3,Napa kgk bisa gerak oi
1,gabisa pencet apa apa anehh
1,DARI AWAL KAGAK BEBAS GARA-GARA ADA PERINTAH TUTORIALNYA. GAME BANYAK BUG. PERINTAH TUTORIAL SANGAT CACAT
2,tidak bisa dimainkan
5,NICEE AKU SUKA KALI LAH GAME INI
5,Game terbaik yg saya coba
5,Terimakasih 10× dapet ssr wkwkwk
5,game yg sangat luar biasaa!!!!!!!
5,Update langsung lndonesia
5,bagus gamenya
3,Loading terus ganggu
5,Main nya bagus sekali
1,Optimisasi nya buruk
1,Loading 100% ga kebuka
5,mantappp masih memahami
1,Banyak bet bug nya
5,mudahan bagus
5,bagus gamenya
1,Kebanyakan tutornya bosen
5,bug gak ketolong
5,Sehat² game baik banyak bansosnya😁
1,Kebanyakan bug . Jadi males maen
5,game paling bagus
5,kereenn.. tingkatkan
1,Ga bisa di sentuh
5,"Mantap, terbaik"
5,Saya sangat menyukai game ini
3,kadang suka ngebug
1,TOLONG BUGNYA DIPERBAIKI APALAGI STUCK DALAM LOADING
5,mantap luar biasa
5,wajib download cuy seruuu
4,gamenya banyak men unduh
1,Ngk bisa login
5,Game sangat bagus
5,bagus bet cerita nya
5,gacha terlalu ampas wkwk
1,Makasih untuk mengecewakan
5,oemji aku dapat karakter BARU UUUUU Pas baru MulAi Maiinnnn wowwww
3,loadingnya ngeselin
4,Naikin rate gachanya boss ku baru ku kasih 🌟5
3,Lama bed loadingnya
5,bagus game nya
1,Saya suka game ini
5,bagus banget bang
5,bagus game nya
1,gabisa di play
5,Game ini bagus
5,Saya kasih bintang 5 dulu. Buat jaminan
5,Kerennn seru gamenya
1,Masih bnyan bug
1,Maaf kenapa saya tidak dapat login
5,tutorial nya lama
1,Tidak bisa masuk game
5,mantap gamenya
1,Game busuk bikin capek relog
5,Muter lama downloadnya
5,sayang agak patah²
5,"Mantapz , Hanya Menunggu Server Buka"
5,Bugnya bnyak
5,Sedikit kecewa karena alicia saya tidak a5
5,game yang bagus
5,bagus gamenya
5,bagus gamenya
4,Emang bisa buat hp???
5,Macet mulu perbaikin lah
5,Gamenya seru itu aja
1,Ngframe parah terus ngfreez pula
1,Sinyal harus bagus 🗿
3,patah patah terus kecantol
5,Mirip kayak komiknya
5,gw dapat cha haein cukkk😆
1,ga bisa di mainin
5,aku cinta game ini
5,lumayan bagus si
1,Msh banyak stack roomnya
5,Perbaiki loading nya
5,Wahhh bagus banget😈
5,dari berbulan bulan menunggu. akhirnya
5,semoga tambah berkembang
5,Mantap bisa log-in
1,Game yang isinya cuman TUTORIAL 👎👎👎👎👎
5,keren dan. bagus bet
5,Bagus banget suka
3,loading gk normal
5,baguss gemes nya
2,"Loginnya lama banget, sory 2 star dulu"
2,kelamaan tutorial
5,akun server luar gw ilang sial🗿
5,game dewa bozz lngsung dpt hero SSR pas prtma kali gacha kerenn
5,gacor sekali spin langsung dapen cha haein
5,Perbagus kinerja dalam game ini lagi
5,Gamenya bagus
5,Gamenya Bagus!
1,loading terus kesel
5,ok bagus gamenya
5,Sejauh ini bagus lah..
1,Gak bisa dibuka
5,mantap gamenya
5,gamenya keren
5,Game udh bagus benget
1,Gm apas masa lawan bos dikasih 3 menin Napa sih ga 4 menit gituh
5,akhirnya sudah bisa diinstal
5,bagus game nya
5,masih menunggu buka jam 12
2,sampe loading aja
3,Loading nya lama
5,Alhamdulillah udah lancar
3,Masih banyak bug
5,gamenya bagus
5,"Stak di tutorial, gimana nih.?"
4,msih bnyk bug
1,bug di jaringan
3,Min ada bug di misi gate merah nya
1,Ku ngstag di loading 100
5,best tapi gacha ampas
2,semoga semakin berkembang
5,gamenya bagus
5,gg tapi gacha sulit
5,Game yang bagus
5,bagus banget min
5,mantappp cumannn agak murahin lagii gacha nya hhe
5,mantap game yg seru
5,game yg paling aku tunggu tunggu. 😍😍
5,mesti update terus
1,"NYESEL DOWNLOAD BUANG WAKTU, DIMANA MANA BUG, MAAF UDAH DI UNINSTAL"
5,tapi rada lag
1,Loadingnya kebanyakan
5,gamenya bagus
5,gamenya bagus
5,bagus dpt choi jogin
1,Budfering Mulu tolong perbaiki
1,Paint tuin bet game nya di kira punya uang
1,"MODAL GERAPIK DOANG,,GK ADA SERU SERUNYA,GK OPEN WORD,GACHA AMPAS,POKOKNYA BANYAK BANGGET,GK SESUAI,MEMORI YG DI BUTUHKAN"
1,Knapa punya gua gak bisa masuk oi
5,Aku suka game ini
5,pengalaman luarbiasa
5,Game yang bagus
4,masih ada bug
2,Hp kentang jangan download sih
5,bagus game nya
5,sangat menyenangkan
5,Gamenya bagus
5,SANGAT TIDAK MEMBOSANKAN
1,kebanyakan bug gajelas
1,Nge bug terus
5,Game ter bagus
2,Lama banget loginnya
5,gamenya bagus
2,Jan susah susah nyari exp pgl tangan
1,Berat banget cok
5,dpt gratisan hari kedua healer gg
5,game nya bagus :)
5,Gamenya bagus
5,udh bagus si skrg
1,Banyak BuG GaK di fix cepet
5,game yang bagus
5,mantap cok...ayo main
5,keren banget broo
3,Lag parah untuk hp chipset Snapdragon 860
1,Game ga jelas stack di awal
5,Belum bisa dimainkan
5,gamenya bagus
1,Jelek sekali alur nya
3,Kenapa tidak bisa dibuka?
5,sangat keren bagus
5,game nya seru
5,"Mantap, lanjut kn"
5,seru dan menyenangkan
1,Apa kah bisa offline
1,Tutorial nya lama bgt
5,alhamdulillah aku hoki semoga hoki terus ya plis
5,sangat memuaskan
5,Game nya seru banget 🤯
5,Saya menyukai game satu ini
5,akhirnya rilis juga🤣
5,biarkan bintang yang berbicara
1,Beneran bugnya woi
5,Asik dan developernya ramah f2p
5,pensi dulu hp ane kaga kuat 🙏
5,game nya keren
5,gamenya keren
5,pokok nya mantap lah😁😁👍
5,keren ky asli
5,gamenya bagus
2,Bugnya benerin lah
5,bagus gamenya
5,mantap cuman claim hadiah preorder nya dmna
5,game yang bagus
5,game yang bagus
5,sisa bug nya
1,Banyak bug sumpah
4,Aku suka geme nya kar na aku wibu
4,asih banyak bug
2,MIN BUG JOISTIK GAK BISA GERAK DARI AWAL TOTORIAL PLIS BENERIN
1,Ganti nama aja JD game stuck
