instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new,temp_cat,hr_cat
16010,2012-11-04,4,1,11,18,0,0,0,1,15,17,43,15,31,206,237,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16011,2012-11-04,4,1,11,19,0,0,0,1,15,17,43,17,24,203,227,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16012,2012-11-04,4,1,11,20,0,0,0,1,13,14,53,24,7,134,141,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16013,2012-11-04,4,1,11,21,0,0,0,1,12,14,52,20,16,71,87,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16014,2012-11-04,4,1,11,22,0,0,0,1,12,14,52,19,15,64,79,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16015,2012-11-04,4,1,11,23,0,0,0,2,12,15,56,11,12,41,53,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16016,2012-11-05,4,1,11,0,0,1,1,2,12,14,56,13,3,20,23,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16017,2012-11-05,4,1,11,1,0,1,1,2,12,15,56,11,0,8,8,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16018,2012-11-05,4,1,11,2,0,1,1,2,12,15,56,11,2,4,6,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16019,2012-11-05,4,1,11,3,0,1,1,2,12,14,56,15,1,3,4,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16020,2012-11-05,4,1,11,4,0,1,1,2,12,14,52,17,5,11,16,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16021,2012-11-05,4,1,11,5,0,1,1,2,12,14,52,22,1,38,39,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16022,2012-11-05,4,1,11,6,0,1,1,2,12,14,49,19,4,135,139,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16023,2012-11-05,4,1,11,7,0,1,1,2,12,14,49,17,8,453,461,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16024,2012-11-05,4,1,11,8,0,1,1,2,12,14,49,15,19,629,648,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16025,2012-11-05,4,1,11,9,0,1,1,2,12,14,52,19,18,239,257,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16026,2012-11-05,4,1,11,10,0,1,1,1,13,15,49,19,30,112,142,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16027,2012-11-05,4,1,11,11,0,1,1,1,14,16,46,15,31,119,150,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16028,2012-11-05,4,1,11,12,0,1,1,1,15,17,43,22,38,206,244,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16029,2012-11-05,4,1,11,13,0,1,1,1,15,17,40,17,39,183,222,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16030,2012-11-05,4,1,11,14,0,1,1,1,16,20,40,11,31,165,196,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16031,2012-11-05,4,1,11,15,0,1,1,1,16,20,40,19,24,207,231,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16032,2012-11-05,4,1,11,16,0,1,1,1,15,17,43,19,35,325,360,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16033,2012-11-05,4,1,11,17,0,1,1,1,14,16,46,15,34,604,638,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16034,2012-11-05,4,1,11,18,0,1,1,1,14,16,46,15,19,523,542,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16035,2012-11-05,4,1,11,19,0,1,1,1,13,16,49,11,11,361,372,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16036,2012-11-05,4,1,11,20,0,1,1,1,13,15,49,17,13,228,241,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16037,2012-11-05,4,1,11,21,0,1,1,1,12,14,52,19,8,144,152,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16038,2012-11-05,4,1,11,22,0,1,1,1,11,14,56,13,4,111,115,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16039,2012-11-05,4,1,11,23,0,1,1,1,11,14,60,9,0,53,53,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16040,2012-11-06,4,1,11,0,0,2,1,1,10,13,60,7,1,18,19,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
16041,2012-11-06,4,1,11,1,0,2,1,1,10,12,60,11,0,8,8,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
16042,2012-11-06,4,1,11,2,0,2,1,1,10,13,65,6,0,2,2,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
16043,2012-11-06,4,1,11,3,0,2,1,1,9,12,64,7,0,4,4,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
16044,2012-11-06,4,1,11,4,0,2,1,1,9,13,69,6,0,7,7,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
16045,2012-11-06,4,1,11,5,0,2,1,2,9,11,64,13,1,40,41,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
16046,2012-11-06,4,1,11,6,0,2,1,1,9,11,69,9,6,143,149,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
16047,2012-11-06,4,1,11,7,0,2,1,1,8,11,69,11,9,378,387,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
16048,2012-11-06,4,1,11,8,0,2,1,1,9,11,69,11,20,568,588,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
16049,2012-11-06,4,1,11,9,0,2,1,1,11,13,60,11,25,338,363,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16050,2012-11-06,4,1,11,10,0,2,1,1,12,14,49,13,41,189,230,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16051,2012-11-06,4,1,11,11,0,2,1,1,13,17,45,9,39,177,216,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16052,2012-11-06,4,1,11,12,0,2,1,1,13,17,45,9,31,217,248,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16053,2012-11-06,4,1,11,13,0,2,1,1,14,17,46,9,46,232,278,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16054,2012-11-06,4,1,11,14,0,2,1,1,15,18,40,7,44,196,240,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16055,2012-11-06,4,1,11,15,0,2,1,1,14,16,46,17,45,227,272,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16056,2012-11-06,4,1,11,16,0,2,1,1,14,17,46,11,33,369,402,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16057,2012-11-06,4,1,11,17,0,2,1,1,13,15,53,15,30,597,627,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16058,2012-11-06,4,1,11,18,0,2,1,1,13,15,57,20,20,477,497,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16059,2012-11-06,4,1,11,19,0,2,1,1,12,14,56,15,15,356,371,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16060,2012-11-06,4,1,11,20,0,2,1,1,12,14,61,15,10,218,228,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16061,2012-11-06,4,1,11,21,0,2,1,2,12,14,56,17,14,137,151,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
16062,2012-11-06,4,1,11,22,0,2,1,2,12,14,56,15,17,136,153,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
16063,2012-11-06,4,1,11,23,0,2,1,1,12,14,56,15,19,186,205,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16064,2012-11-07,4,1,11,0,0,3,1,2,12,14,56,19,49,234,283,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16065,2012-11-07,4,1,11,1,0,3,1,2,11,14,61,17,6,86,92,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16066,2012-11-07,4,1,11,2,0,3,1,2,11,13,56,20,6,68,74,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16067,2012-11-07,4,1,11,3,0,3,1,2,11,13,52,22,2,9,11,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16068,2012-11-07,4,1,11,4,0,3,1,2,11,13,52,20,0,9,9,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16069,2012-11-07,4,1,11,5,0,3,1,2,11,13,52,22,0,27,27,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16070,2012-11-07,4,1,11,6,0,3,1,2,11,12,56,19,3,115,118,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16071,2012-11-07,4,1,11,7,0,3,1,2,11,11,56,20,5,314,319,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16072,2012-11-07,4,1,11,8,0,3,1,2,11,12,60,19,18,583,601,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16073,2012-11-07,4,1,11,9,0,3,1,2,11,12,60,19,17,351,368,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16074,2012-11-07,4,1,11,10,0,3,1,2,11,13,56,20,27,151,178,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16075,2012-11-07,4,1,11,11,0,3,1,2,13,14,51,24,15,132,147,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16076,2012-11-07,4,1,11,12,0,3,1,2,13,15,53,19,24,188,212,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
16077,2012-11-07,4,1,11,13,0,3,1,2,13,15,53,17,23,158,181,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
16078,2012-11-07,4,1,11,14,0,3,1,2,13,14,53,24,19,142,161,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
16079,2012-11-07,4,1,11,15,0,3,1,2,13,15,53,20,20,178,198,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
16080,2012-11-07,4,1,11,16,0,3,1,2,13,14,53,24,23,250,273,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Afternoon
16081,2012-11-07,4,1,11,17,0,3,1,2,13,14,53,26,16,501,517,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Afternoon
16082,2012-11-07,4,1,11,18,0,3,1,2,13,14,53,24,17,448,465,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Afternoon
16083,2012-11-07,4,1,11,19,0,3,1,2,12,14,56,20,17,302,319,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
16084,2012-11-07,4,1,11,20,0,3,1,2,13,15,49,22,7,249,256,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
16085,2012-11-07,4,1,11,21,0,3,1,2,13,15,49,20,5,121,126,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
16086,2012-11-07,4,1,11,22,0,3,1,3,12,14,56,17,4,56,60,Winter,Wednesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Evening
16087,2012-11-07,4,1,11,23,0,3,1,3,11,14,65,15,3,37,40,Winter,Wednesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Night
16088,2012-11-08,4,1,11,0,0,4,1,3,11,14,61,15,1,14,15,Winter,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Night
16089,2012-11-08,4,1,11,1,0,4,1,3,12,14,52,24,1,11,12,Winter,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Night
16090,2012-11-08,4,1,11,2,0,4,1,2,12,14,49,15,1,5,6,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16091,2012-11-08,4,1,11,4,0,4,1,2,12,14,45,19,1,9,10,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16092,2012-11-08,4,1,11,5,0,4,1,2,12,14,42,15,0,35,35,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16093,2012-11-08,4,1,11,6,0,4,1,1,12,14,39,15,2,122,124,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16094,2012-11-08,4,1,11,7,0,4,1,1,11,13,36,26,12,411,423,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16095,2012-11-08,4,1,11,8,0,4,1,1,12,14,33,19,16,652,668,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16096,2012-11-08,4,1,11,9,0,4,1,1,13,14,31,24,22,253,275,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16097,2012-11-08,4,1,11,10,0,4,1,1,13,15,31,22,13,148,161,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16098,2012-11-08,4,1,11,11,0,4,1,1,15,17,29,26,16,155,171,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16099,2012-11-08,4,1,11,12,0,4,1,1,16,20,24,33,33,202,235,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16100,2012-11-08,4,1,11,13,0,4,1,1,18,22,18,28,33,195,228,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16101,2012-11-08,4,1,11,14,0,4,1,1,18,22,18,28,33,149,182,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16102,2012-11-08,4,1,11,15,0,4,1,1,18,22,18,28,32,201,233,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16103,2012-11-08,4,1,11,16,0,4,1,1,17,21,16,26,18,321,339,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16104,2012-11-08,4,1,11,17,0,4,1,1,16,20,20,20,36,556,592,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16105,2012-11-08,4,1,11,18,0,4,1,1,16,20,24,28,16,491,507,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16106,2012-11-08,4,1,11,19,0,4,1,1,16,20,27,24,14,359,373,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16107,2012-11-08,4,1,11,20,0,4,1,1,16,20,29,31,10,235,245,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16108,2012-11-08,4,1,11,21,0,4,1,1,15,17,37,26,11,222,233,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16109,2012-11-08,4,1,11,22,0,4,1,1,14,15,42,20,14,147,161,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16110,2012-11-08,4,1,11,23,0,4,1,1,14,15,46,24,5,82,87,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16111,2012-11-09,4,1,11,0,0,5,1,1,14,15,49,22,9,46,55,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16112,2012-11-09,4,1,11,1,0,5,1,1,13,15,53,19,3,17,20,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16113,2012-11-09,4,1,11,2,0,5,1,1,13,15,53,17,1,11,12,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16114,2012-11-09,4,1,11,3,0,5,1,1,13,14,53,28,3,6,9,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16115,2012-11-09,4,1,11,4,0,5,1,1,13,14,53,24,0,14,14,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16116,2012-11-09,4,1,11,5,0,5,1,1,12,14,56,13,2,25,27,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16117,2012-11-09,4,1,11,6,0,5,1,1,11,14,65,7,5,126,131,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16118,2012-11-09,4,1,11,7,0,5,1,1,11,14,65,9,9,332,341,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16119,2012-11-09,4,1,11,8,0,5,1,1,13,16,57,11,25,668,693,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16120,2012-11-09,4,1,11,9,0,5,1,1,14,15,53,28,23,304,327,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16121,2012-11-09,4,1,11,10,0,5,1,1,15,17,50,22,34,163,197,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16122,2012-11-09,4,1,11,11,0,5,1,1,16,20,47,20,66,185,251,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16123,2012-11-09,4,1,11,12,0,5,1,1,18,22,41,22,48,214,262,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16124,2012-11-09,4,1,11,13,0,5,1,1,19,23,38,20,62,237,299,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16125,2012-11-09,4,1,11,14,0,5,1,1,19,23,38,13,67,207,274,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16126,2012-11-09,4,1,11,15,0,5,1,1,19,23,36,15,78,278,356,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16127,2012-11-09,4,1,11,16,0,5,1,1,19,23,38,11,57,377,434,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16128,2012-11-09,4,1,11,17,0,5,1,1,17,21,44,9,61,593,654,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16129,2012-11-09,4,1,11,18,0,5,1,1,17,21,44,7,46,450,496,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16130,2012-11-09,4,1,11,19,0,5,1,1,14,17,71,6,30,331,361,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16131,2012-11-09,4,1,11,20,0,5,1,1,15,17,66,9,20,235,255,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16132,2012-11-09,4,1,11,21,0,5,1,1,14,18,76,0,23,176,199,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16133,2012-11-09,4,1,11,22,0,5,1,1,14,17,71,7,17,146,163,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16134,2012-11-09,4,1,11,23,0,5,1,1,13,17,81,6,20,142,162,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16135,2012-11-10,4,1,11,0,0,6,0,1,13,17,76,6,16,106,122,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16136,2012-11-10,4,1,11,1,0,6,0,1,12,16,81,6,8,68,76,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16137,2012-11-10,4,1,11,2,0,6,0,1,13,17,81,0,2,42,44,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16138,2012-11-10,4,1,11,3,0,6,0,1,12,17,81,0,9,11,20,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16139,2012-11-10,4,1,11,4,0,6,0,1,11,14,87,7,2,4,6,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16140,2012-11-10,4,1,11,5,0,6,0,1,11,16,87,0,1,9,10,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16141,2012-11-10,4,1,11,6,0,6,0,1,10,13,93,6,5,11,16,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
16142,2012-11-10,4,1,11,7,0,6,0,1,11,14,87,7,14,57,71,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16143,2012-11-10,4,1,11,8,0,6,0,1,13,17,76,0,16,130,146,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16144,2012-11-10,4,1,11,9,0,6,0,1,15,17,66,13,43,216,259,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16145,2012-11-10,4,1,11,10,0,6,0,1,16,20,58,0,86,264,350,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16146,2012-11-10,4,1,11,11,0,6,0,1,16,20,58,7,143,323,466,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16147,2012-11-10,4,1,11,12,0,6,0,1,20,23,48,0,258,348,606,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16148,2012-11-10,4,1,11,13,0,6,0,1,21,25,39,0,268,383,651,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
16149,2012-11-10,4,1,11,14,0,6,0,1,22,26,37,0,280,347,627,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
16150,2012-11-10,4,1,11,15,0,6,0,1,21,25,45,0,216,351,567,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
16151,2012-11-10,4,1,11,16,0,6,0,1,22,26,37,0,227,378,605,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
16152,2012-11-10,4,1,11,17,0,6,0,1,20,24,45,13,183,318,501,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16153,2012-11-10,4,1,11,18,0,6,0,1,18,22,54,9,103,256,359,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16154,2012-11-10,4,1,11,19,0,6,0,1,19,23,51,6,55,228,283,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16155,2012-11-10,4,1,11,20,0,6,0,1,18,22,54,0,39,153,192,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16156,2012-11-10,4,1,11,21,0,6,0,1,16,20,66,0,51,169,220,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16157,2012-11-10,4,1,11,22,0,6,0,1,16,20,71,6,39,154,193,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16158,2012-11-10,4,1,11,23,0,6,0,1,15,18,71,7,26,120,146,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16159,2012-11-11,4,1,11,0,0,0,0,1,14,17,81,6,14,110,124,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16160,2012-11-11,4,1,11,1,0,0,0,1,14,17,76,6,26,82,108,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16161,2012-11-11,4,1,11,2,0,0,0,1,13,17,87,7,12,58,70,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16162,2012-11-11,4,1,11,3,0,0,0,1,14,18,81,0,9,39,48,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16163,2012-11-11,4,1,11,4,0,0,0,1,13,17,81,7,5,6,11,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16164,2012-11-11,4,1,11,5,0,0,0,1,12,15,87,9,0,12,12,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16165,2012-11-11,4,1,11,6,0,0,0,1,12,16,87,6,3,16,19,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16166,2012-11-11,4,1,11,7,0,0,0,1,12,16,89,6,12,56,68,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16167,2012-11-11,4,1,11,8,0,0,0,1,13,17,87,7,32,87,119,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16168,2012-11-11,4,1,11,9,0,0,0,1,15,19,77,0,94,179,273,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16169,2012-11-11,4,1,11,10,0,0,0,1,16,20,69,7,133,272,405,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
