instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new,temp_cat
502,2012-05-16,2,1,5,0,3,1,1,26,30,70,8,991,6433,7424,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
503,2012-05-17,2,1,5,0,4,1,1,24,29,52,15,1242,6142,7384,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
504,2012-05-18,2,1,5,0,5,1,1,23,28,52,9,1521,6118,7639,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
505,2012-05-19,2,1,5,0,6,0,1,25,28,46,6,3410,4884,8294,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
506,2012-05-20,2,1,5,0,0,0,1,25,29,53,17,2704,4425,7129,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
507,2012-05-21,2,1,5,0,1,1,2,25,28,81,16,630,3729,4359,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
508,2012-05-22,2,1,5,0,2,1,2,25,29,77,8,819,5254,6073,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
509,2012-05-23,2,1,5,0,3,1,2,25,29,77,7,766,4494,5260,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
510,2012-05-24,2,1,5,0,4,1,1,27,30,72,12,1059,5711,6770,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
511,2012-05-25,2,1,5,0,5,1,1,28,31,75,9,1417,5317,6734,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
512,2012-05-26,2,1,5,0,6,0,1,28,32,73,13,2855,3681,6536,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
513,2012-05-27,2,1,5,0,0,0,1,28,32,70,14,3283,3308,6591,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
514,2012-05-28,2,1,5,1,1,0,1,29,34,68,13,2557,3486,6043,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
515,2012-05-29,2,1,5,0,2,1,1,30,34,68,20,880,4863,5743,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
516,2012-05-30,2,1,5,0,3,1,2,27,31,67,9,745,6110,6855,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
517,2012-05-31,2,1,5,0,4,1,1,28,32,49,13,1100,6238,7338,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
518,2012-06-01,2,1,6,0,5,1,2,27,30,76,16,533,3594,4127,Summer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
519,2012-06-02,2,1,6,0,6,0,1,24,28,55,12,2795,5325,8120,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
520,2012-06-03,2,1,6,0,0,0,1,25,29,49,12,2494,5147,7641,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
521,2012-06-04,2,1,6,0,1,1,1,24,29,49,19,1071,5927,6998,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
522,2012-06-05,2,1,6,0,2,1,2,22,26,61,14,968,6033,7001,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
523,2012-06-06,2,1,6,0,3,1,1,23,27,61,5,1027,6028,7055,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
524,2012-06-07,2,1,6,0,4,1,1,25,28,57,11,1038,6456,7494,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
525,2012-06-08,2,1,6,0,5,1,1,27,30,47,12,1488,6248,7736,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
526,2012-06-09,2,1,6,0,6,0,1,29,32,44,10,2708,4790,7498,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
527,2012-06-10,2,1,6,0,0,0,1,30,33,54,9,2224,4374,6598,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
528,2012-06-11,2,1,6,0,1,1,2,30,33,59,14,1017,5647,6664,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
529,2012-06-12,2,1,6,0,2,1,2,27,30,83,14,477,4495,4972,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
530,2012-06-13,2,1,6,0,3,1,1,27,31,58,23,1173,6248,7421,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
531,2012-06-14,2,1,6,0,4,1,1,27,31,57,17,1180,6183,7363,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
532,2012-06-15,2,1,6,0,5,1,1,26,30,59,12,1563,6102,7665,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
533,2012-06-16,2,1,6,0,6,0,1,26,30,50,11,2963,4739,7702,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
534,2012-06-17,2,1,6,0,0,0,1,24,29,60,10,2634,4344,6978,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
535,2012-06-18,2,1,6,0,1,1,2,23,27,78,12,653,4446,5099,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
536,2012-06-19,2,1,6,0,2,1,1,28,33,69,10,968,5857,6825,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
537,2012-06-20,2,1,6,0,3,1,1,32,36,59,8,872,5339,6211,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
538,2012-06-21,3,1,6,0,4,1,1,33,38,57,8,778,5127,5905,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
539,2012-06-22,3,1,6,0,5,1,1,32,36,57,12,964,4859,5823,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
540,2012-06-23,3,1,6,0,6,0,1,30,33,53,12,2657,4801,7458,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
541,2012-06-24,3,1,6,0,0,0,1,30,34,48,10,2551,4340,6891,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
542,2012-06-25,3,1,6,0,1,1,1,29,33,50,20,1139,5640,6779,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
543,2012-06-26,3,1,6,0,2,1,1,26,30,37,23,1077,6365,7442,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
544,2012-06-27,3,1,6,0,3,1,1,29,32,36,18,1077,6258,7335,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
545,2012-06-28,3,1,6,0,4,1,1,31,34,42,12,921,5958,6879,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
546,2012-06-29,3,1,6,0,5,1,1,34,39,49,11,829,4634,5463,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
547,2012-06-30,3,1,6,0,6,0,1,31,34,60,11,1455,4232,5687,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
548,2012-07-01,3,1,7,0,0,0,1,33,38,52,11,1421,4110,5531,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
549,2012-07-02,3,1,7,0,1,1,1,32,35,45,13,904,5323,6227,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
550,2012-07-03,3,1,7,0,2,1,1,32,35,49,8,1052,5608,6660,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
551,2012-07-04,3,1,7,1,3,0,1,32,37,54,9,2562,4841,7403,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
552,2012-07-05,3,1,7,0,4,1,1,34,38,46,13,1405,4836,6241,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
553,2012-07-06,3,1,7,0,5,1,1,34,38,45,10,1366,4841,6207,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
554,2012-07-07,3,1,7,0,6,0,1,35,40,49,11,1448,3392,4840,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
555,2012-07-08,3,1,7,0,0,0,1,34,40,57,8,1203,3469,4672,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
556,2012-07-09,3,1,7,0,1,1,2,29,33,68,12,998,5571,6569,Autumn,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
557,2012-07-10,3,1,7,0,2,1,2,30,33,67,10,954,5336,6290,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
558,2012-07-11,3,1,7,0,3,1,1,29,33,63,10,975,6289,7264,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
559,2012-07-12,3,1,7,0,4,1,1,29,33,53,10,1032,6414,7446,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
560,2012-07-13,3,1,7,0,5,1,2,30,33,49,5,1511,5988,7499,Autumn,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
561,2012-07-14,3,1,7,0,6,0,2,29,33,70,10,2355,4614,6969,Autumn,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
562,2012-07-15,3,1,7,0,0,0,1,31,35,72,11,1920,4111,6031,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
563,2012-07-16,3,1,7,0,1,1,1,31,36,64,11,1088,5742,6830,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
564,2012-07-17,3,1,7,0,2,1,1,34,38,51,8,921,5865,6786,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
565,2012-07-18,3,1,7,0,3,1,1,33,37,58,9,799,4914,5713,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
566,2012-07-19,3,1,7,0,4,1,1,32,36,60,11,888,5703,6591,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
567,2012-07-20,3,1,7,0,5,1,2,27,31,84,14,747,5123,5870,Autumn,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
568,2012-07-21,3,1,7,0,6,0,3,24,27,87,14,1264,3195,4459,Autumn,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm
569,2012-07-22,3,1,7,0,0,0,2,27,31,76,6,2544,4866,7410,Autumn,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
570,2012-07-23,3,1,7,0,1,1,1,30,35,69,9,1135,5831,6966,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
571,2012-07-24,3,1,7,0,2,1,1,31,35,66,14,1140,6452,7592,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
572,2012-07-25,3,1,7,0,3,1,1,30,33,45,11,1383,6790,8173,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
573,2012-07-26,3,1,7,0,4,1,1,32,37,60,19,1036,5825,6861,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
574,2012-07-27,3,1,7,0,5,1,1,32,37,59,10,1259,5645,6904,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
575,2012-07-28,3,1,7,0,6,0,1,31,35,61,11,2234,4451,6685,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
576,2012-07-29,3,1,7,0,0,0,1,30,33,62,11,2153,4444,6597,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
577,2012-07-30,3,1,7,0,1,1,1,30,34,67,10,1040,6065,7105,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
578,2012-07-31,3,1,7,0,2,1,1,29,33,70,11,968,6248,7216,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
579,2012-08-01,3,1,8,0,3,1,1,29,33,68,9,1074,6506,7580,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
580,2012-08-02,3,1,8,0,4,1,1,31,35,66,9,983,6278,7261,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
581,2012-08-03,3,1,8,0,5,1,2,31,36,64,14,1328,5847,7175,Autumn,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot
582,2012-08-04,3,1,8,0,6,0,1,33,38,61,17,2345,4479,6824,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
583,2012-08-05,3,1,8,0,0,0,1,32,37,65,19,1707,3757,5464,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
584,2012-08-06,3,1,8,0,1,1,2,31,36,65,9,1233,5780,7013,Autumn,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot
585,2012-08-07,3,1,8,0,2,1,2,30,35,70,8,1278,5995,7273,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
586,2012-08-08,3,1,8,0,3,1,2,31,35,67,7,1263,6271,7534,Autumn,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot
587,2012-08-09,3,1,8,0,4,1,1,31,35,62,10,1196,6090,7286,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
588,2012-08-10,3,1,8,0,5,1,2,29,33,72,16,1065,4721,5786,Autumn,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
589,2012-08-11,3,1,8,0,6,0,2,28,32,73,14,2247,4052,6299,Autumn,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
590,2012-08-12,3,1,8,0,0,0,1,29,32,53,8,2182,4362,6544,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
591,2012-08-13,3,1,8,0,1,1,1,30,33,55,9,1207,5676,6883,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
592,2012-08-14,3,1,8,0,2,1,1,30,34,69,11,1128,5656,6784,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
593,2012-08-15,3,1,8,0,3,1,1,29,33,62,11,1198,6149,7347,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
594,2012-08-16,3,1,8,0,4,1,1,29,33,52,10,1338,6267,7605,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
595,2012-08-17,3,1,8,0,5,1,1,30,12,57,16,1483,5665,7148,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
596,2012-08-18,3,1,8,0,6,0,1,28,31,60,12,2827,5038,7865,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
597,2012-08-19,3,1,8,0,0,0,2,26,30,71,6,1208,3341,4549,Autumn,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
598,2012-08-20,3,1,8,0,1,1,2,26,30,73,9,1026,5504,6530,Autumn,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
599,2012-08-21,3,1,8,0,2,1,1,27,30,67,5,1081,5925,7006,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
600,2012-08-22,3,1,8,0,3,1,1,27,31,68,5,1094,6281,7375,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
601,2012-08-23,3,1,8,0,4,1,1,29,32,64,6,1363,6402,7765,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
602,2012-08-24,3,1,8,0,5,1,2,29,32,62,5,1325,6257,7582,Autumn,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
603,2012-08-25,3,1,8,0,6,0,2,27,31,71,16,1829,4224,6053,Autumn,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
604,2012-08-26,3,1,8,0,0,0,2,27,30,85,15,1483,3772,5255,Autumn,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
605,2012-08-27,3,1,8,0,1,1,1,29,33,73,9,989,5928,6917,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
606,2012-08-28,3,1,8,0,2,1,1,30,33,62,13,935,6105,7040,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
607,2012-08-29,3,1,8,0,3,1,1,28,32,55,8,1177,6520,7697,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
608,2012-08-30,3,1,8,0,4,1,1,29,33,59,5,1172,6541,7713,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
609,2012-08-31,3,1,8,0,5,1,1,31,34,59,11,1433,5917,7350,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot
610,2012-09-01,3,1,9,0,6,0,2,31,35,64,8,2352,3788,6140,Autumn,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot
611,2012-09-02,3,1,9,0,0,0,2,29,32,82,4,2613,3197,5810,Autumn,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
612,2012-09-03,3,1,9,1,1,0,1,29,33,79,10,1965,4069,6034,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
613,2012-09-04,3,1,9,0,2,1,1,30,34,76,16,867,5997,6864,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
614,2012-09-05,3,1,9,0,3,1,1,30,35,74,13,832,6280,7112,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
615,2012-09-06,3,1,9,0,4,1,2,29,33,81,10,611,5592,6203,Autumn,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
616,2012-09-07,3,1,9,0,5,1,1,29,33,74,12,1045,6459,7504,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
617,2012-09-08,3,1,9,0,6,0,2,27,31,80,19,1557,4419,5976,Autumn,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
618,2012-09-09,3,1,9,0,0,0,1,25,29,55,15,2570,5657,8227,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
619,2012-09-10,3,1,9,0,1,1,1,24,28,50,17,1118,6407,7525,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
620,2012-09-11,3,1,9,0,2,1,1,24,28,52,6,1070,6697,7767,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
621,2012-09-12,3,1,9,0,3,1,1,25,29,58,9,1050,6820,7870,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
622,2012-09-13,3,1,9,0,4,1,1,25,29,64,6,1054,6750,7804,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
623,2012-09-14,3,1,9,0,5,1,1,26,30,67,7,1379,6630,8009,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
624,2012-09-15,3,1,9,0,6,0,1,25,29,50,17,3160,5554,8714,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
625,2012-09-16,3,1,9,0,0,0,1,24,28,57,6,2166,5167,7333,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
626,2012-09-17,3,1,9,0,1,1,2,24,28,73,10,1022,5847,6869,Autumn,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
627,2012-09-18,3,1,9,0,2,1,2,26,28,87,24,371,3702,4073,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
628,2012-09-19,3,1,9,0,3,1,1,23,27,54,14,788,6803,7591,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
629,2012-09-20,3,1,9,0,4,1,1,22,27,62,8,939,6781,7720,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
630,2012-09-21,3,1,9,0,5,1,1,25,29,67,10,1250,6917,8167,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
631,2012-09-22,3,1,9,0,6,0,1,27,31,65,19,2512,5883,8395,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
632,2012-09-23,4,1,9,0,0,0,1,22,26,47,15,2454,5453,7907,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
633,2012-09-24,4,1,9,0,1,1,1,21,25,49,10,1001,6435,7436,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
634,2012-09-25,4,1,9,0,2,1,1,23,27,57,16,845,6693,7538,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
635,2012-09-26,4,1,9,0,3,1,1,26,30,63,16,787,6946,7733,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
636,2012-09-27,4,1,9,0,4,1,2,27,30,69,9,751,6642,7393,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
637,2012-09-28,4,1,9,0,5,1,2,25,29,69,11,1045,6370,7415,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
638,2012-09-29,4,1,9,0,6,0,1,22,27,54,15,2589,5966,8555,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
639,2012-09-30,4,1,9,0,0,0,1,22,26,58,9,2015,4874,6889,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
640,2012-10-01,4,1,10,0,1,1,2,21,26,65,6,763,6015,6778,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
641,2012-10-02,4,1,10,0,2,1,3,24,27,87,7,315,4324,4639,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm
642,2012-10-03,4,1,10,0,3,1,2,27,30,79,4,728,6844,7572,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
643,2012-10-04,4,1,10,0,4,1,2,27,30,72,8,891,6437,7328,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
644,2012-10-05,4,1,10,0,5,1,1,25,29,63,7,1516,6640,8156,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
645,2012-10-06,4,1,10,0,6,0,1,23,27,66,18,3031,4934,7965,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
646,2012-10-07,4,1,10,0,0,0,2,17,21,71,9,781,2729,3510,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
647,2012-10-08,4,1,10,1,1,0,2,16,19,71,13,874,4604,5478,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
648,2012-10-09,4,1,10,0,2,1,2,18,22,76,13,601,5791,6392,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
649,2012-10-10,4,1,10,0,3,1,1,21,25,63,13,780,6911,7691,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
650,2012-10-11,4,1,10,0,4,1,1,18,22,46,12,834,6736,7570,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
651,2012-10-12,4,1,10,0,5,1,1,18,22,54,16,1060,6222,7282,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
652,2012-10-13,4,1,10,0,6,0,1,16,20,49,10,2252,4857,7109,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
653,2012-10-14,4,1,10,0,0,0,1,21,25,64,19,2080,4559,6639,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
654,2012-10-15,4,1,10,0,1,1,2,23,27,71,20,760,5115,5875,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
655,2012-10-16,4,1,10,0,2,1,1,19,23,56,12,922,6612,7534,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
656,2012-10-17,4,1,10,0,3,1,1,19,23,69,7,979,6482,7461,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
657,2012-10-18,4,1,10,0,4,1,2,21,26,73,16,1008,6501,7509,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
658,2012-10-19,4,1,10,0,5,1,2,23,27,82,9,753,4671,5424,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
659,2012-10-20,4,1,10,0,6,0,1,20,24,57,8,2806,5284,8090,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
660,2012-10-21,4,1,10,0,0,0,1,19,23,51,11,2132,4692,6824,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
661,2012-10-22,4,1,10,0,1,1,1,20,24,57,5,830,6228,7058,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
662,2012-10-23,4,1,10,0,2,1,1,22,27,64,6,841,6625,7466,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
663,2012-10-24,4,1,10,0,3,1,1,24,28,64,5,795,6898,7693,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
664,2012-10-25,4,1,10,0,4,1,2,23,26,80,8,875,6484,7359,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
665,2012-10-26,4,1,10,0,5,1,2,22,26,81,9,1182,6262,7444,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
666,2012-10-27,4,1,10,0,6,0,2,22,26,72,16,2643,5209,7852,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
667,2012-10-28,4,1,10,0,0,0,2,20,23,69,27,998,3461,4459,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
668,2012-10-29,4,1,10,0,1,1,3,18,22,88,24,2,20,22,Winter,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool
