instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new
12875,2012-06-25,3,1,6,15,0,1,1,1,32,34,38,31,65,168,233,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12876,2012-06-25,3,1,6,16,0,1,1,1,33,35,31,26,104,310,414,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12877,2012-06-25,3,1,6,17,0,1,1,1,33,34,24,31,76,757,833,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12878,2012-06-25,3,1,6,18,0,1,1,1,31,33,27,30,100,691,791,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12879,2012-06-25,3,1,6,19,0,1,1,1,30,33,27,31,74,508,582,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12880,2012-06-25,3,1,6,20,0,1,1,1,30,33,30,30,100,375,475,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12881,2012-06-25,3,1,6,21,0,1,1,1,28,31,30,22,50,281,331,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12882,2012-06-25,3,1,6,22,0,1,1,1,27,31,29,26,21,166,187,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12883,2012-06-25,3,1,6,23,0,1,1,1,26,31,33,22,15,88,103,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12884,2012-06-26,3,1,6,0,0,2,1,1,25,31,33,22,8,29,37,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12885,2012-06-26,3,1,6,1,0,2,1,1,25,31,35,26,11,19,30,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12886,2012-06-26,3,1,6,2,0,2,1,1,23,27,43,19,2,7,9,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12887,2012-06-26,3,1,6,3,0,2,1,1,22,26,45,19,2,7,9,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12888,2012-06-26,3,1,6,4,0,2,1,1,22,26,45,20,1,9,10,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12889,2012-06-26,3,1,6,5,0,2,1,1,21,25,48,26,3,36,39,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12890,2012-06-26,3,1,6,6,0,2,1,1,21,25,52,20,12,176,188,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12891,2012-06-26,3,1,6,7,0,2,1,1,21,25,52,24,21,531,552,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12892,2012-06-26,3,1,6,8,0,2,1,1,23,27,49,22,34,622,656,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12893,2012-06-26,3,1,6,9,0,2,1,1,24,27,46,28,30,298,328,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12894,2012-06-26,3,1,6,10,0,2,1,1,25,31,41,24,37,153,190,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12895,2012-06-26,3,1,6,11,0,2,1,1,26,31,36,28,46,189,235,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12896,2012-06-26,3,1,6,12,0,2,1,1,27,31,34,30,80,228,308,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12897,2012-06-26,3,1,6,13,0,2,1,1,29,32,30,31,74,232,306,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12898,2012-06-26,3,1,6,14,0,2,1,1,29,32,30,31,81,186,267,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12899,2012-06-26,3,1,6,15,0,2,1,1,30,33,28,31,88,229,317,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12900,2012-06-26,3,1,6,16,0,2,1,1,30,32,26,33,67,349,416,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12901,2012-06-26,3,1,6,17,0,2,1,1,30,33,28,28,104,796,900,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12902,2012-06-26,3,1,6,18,0,2,1,1,30,33,28,24,105,719,824,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12903,2012-06-26,3,1,6,19,0,2,1,1,30,33,28,15,83,529,612,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12904,2012-06-26,3,1,6,20,0,2,1,1,29,32,30,19,88,417,505,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12905,2012-06-26,3,1,6,21,0,2,1,1,28,32,34,13,61,267,328,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12906,2012-06-26,3,1,6,22,0,2,1,1,27,31,34,17,26,219,245,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12907,2012-06-26,3,1,6,23,0,2,1,1,25,31,41,9,13,118,131,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12908,2012-06-27,3,1,6,0,0,3,1,1,25,31,41,13,15,39,54,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12909,2012-06-27,3,1,6,1,0,3,1,1,25,31,43,11,5,18,23,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12910,2012-06-27,3,1,6,2,0,3,1,1,23,27,49,9,2,12,14,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12911,2012-06-27,3,1,6,3,0,3,1,1,24,27,46,6,1,7,8,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12912,2012-06-27,3,1,6,4,0,3,1,1,25,31,40,17,0,11,11,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12913,2012-06-27,3,1,6,5,0,3,1,1,25,31,43,19,2,34,36,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12914,2012-06-27,3,1,6,6,0,3,1,1,24,27,46,19,7,193,200,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12915,2012-06-27,3,1,6,7,0,3,1,1,25,31,43,24,29,498,527,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12916,2012-06-27,3,1,6,8,0,3,1,1,25,31,43,22,49,638,687,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12917,2012-06-27,3,1,6,9,0,3,1,1,27,31,41,24,29,253,282,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12918,2012-06-27,3,1,6,10,0,3,1,1,29,32,37,17,34,138,172,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12919,2012-06-27,3,1,6,11,0,3,1,1,30,33,30,22,64,145,209,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12920,2012-06-27,3,1,6,12,0,3,1,1,31,33,29,20,77,245,322,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12921,2012-06-27,3,1,6,13,0,3,1,1,33,35,27,22,77,244,321,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12922,2012-06-27,3,1,6,14,0,3,1,1,33,34,24,24,78,192,270,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12923,2012-06-27,3,1,6,15,0,3,1,1,33,35,26,31,61,188,249,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12924,2012-06-27,3,1,6,16,0,3,1,1,34,35,24,30,55,337,392,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12925,2012-06-27,3,1,6,17,0,3,1,1,34,35,24,26,113,730,843,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12926,2012-06-27,3,1,6,18,0,3,1,1,33,35,27,22,85,719,804,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12927,2012-06-27,3,1,6,19,0,3,1,1,32,34,29,22,101,542,643,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12928,2012-06-27,3,1,6,20,0,3,1,1,31,33,31,13,76,369,445,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12929,2012-06-27,3,1,6,21,0,3,1,1,30,33,35,9,54,313,367,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12930,2012-06-27,3,1,6,22,0,3,1,1,30,33,39,6,52,245,297,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12931,2012-06-27,3,1,6,23,0,3,1,1,28,32,47,9,11,148,159,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12932,2012-06-28,3,1,6,0,0,4,1,1,27,31,50,7,2,52,54,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12933,2012-06-28,3,1,6,1,0,4,1,1,27,31,54,0,11,14,25,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12934,2012-06-28,3,1,6,2,0,4,1,1,27,31,50,6,1,12,13,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12935,2012-06-28,3,1,6,3,0,4,1,1,27,31,50,6,1,6,7,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12936,2012-06-28,3,1,6,4,0,4,1,1,25,30,61,7,0,11,11,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12937,2012-06-28,3,1,6,5,0,4,1,1,25,31,57,6,8,39,47,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12938,2012-06-28,3,1,6,6,0,4,1,1,25,31,57,6,8,185,193,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12939,2012-06-28,3,1,6,7,0,4,1,1,25,30,61,7,24,484,508,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12940,2012-06-28,3,1,6,8,0,4,1,1,27,31,50,9,40,577,617,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12941,2012-06-28,3,1,6,9,0,4,1,1,29,33,54,11,33,318,351,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12942,2012-06-28,3,1,6,10,0,4,1,1,30,33,48,13,40,144,184,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12943,2012-06-28,3,1,6,11,0,4,1,1,33,35,31,13,41,170,211,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12944,2012-06-28,3,1,6,12,0,4,1,1,34,36,26,19,49,227,276,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12945,2012-06-28,3,1,6,13,0,4,1,1,35,37,26,15,31,205,236,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12946,2012-06-28,3,1,6,14,0,4,1,1,35,36,25,22,66,188,254,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12947,2012-06-28,3,1,6,15,0,4,1,1,35,36,25,22,24,195,219,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12948,2012-06-28,3,1,6,16,0,4,1,1,36,37,23,13,56,331,387,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12949,2012-06-28,3,1,6,17,0,4,1,1,36,37,22,13,71,634,705,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12950,2012-06-28,3,1,6,18,0,4,1,1,35,36,25,15,100,597,697,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12951,2012-06-28,3,1,6,19,0,4,1,1,34,36,30,20,79,492,571,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12952,2012-06-28,3,1,6,20,0,4,1,1,34,36,34,13,71,399,470,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12953,2012-06-28,3,1,6,21,0,4,1,1,31,35,55,13,89,309,398,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12954,2012-06-28,3,1,6,22,0,4,1,1,31,35,52,11,50,224,274,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12955,2012-06-28,3,1,6,23,0,4,1,1,30,33,48,9,26,145,171,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12956,2012-06-29,3,1,6,0,0,5,1,1,30,33,48,9,24,90,114,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12957,2012-06-29,3,1,6,1,0,5,1,1,30,33,51,11,9,33,42,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12958,2012-06-29,3,1,6,2,0,5,1,1,30,33,58,13,3,15,18,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12959,2012-06-29,3,1,6,3,0,5,1,1,30,33,58,13,3,5,8,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12960,2012-06-29,3,1,6,4,0,5,1,1,29,33,65,11,1,9,10,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12961,2012-06-29,3,1,6,5,0,5,1,1,29,33,61,7,6,39,45,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12962,2012-06-29,3,1,6,6,0,5,1,2,29,33,61,11,15,148,163,Autumn,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
12963,2012-06-29,3,1,6,7,0,5,1,1,29,33,61,7,19,361,380,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12964,2012-06-29,3,1,6,8,0,5,1,2,30,34,55,7,48,576,624,Autumn,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
12965,2012-06-29,3,1,6,9,0,5,1,1,31,35,55,11,39,261,300,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12966,2012-06-29,3,1,6,10,0,5,1,1,37,42,39,20,32,139,171,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12967,2012-06-29,3,1,6,11,0,5,1,2,37,42,42,19,51,137,188,Autumn,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
12968,2012-06-29,3,1,6,12,0,5,1,2,38,44,40,17,53,173,226,Autumn,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
12969,2012-06-29,3,1,6,13,0,5,1,1,39,44,38,13,45,194,239,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12970,2012-06-29,3,1,6,14,0,5,1,1,39,45,36,15,49,184,233,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12971,2012-06-29,3,1,6,15,0,5,1,1,39,45,36,0,47,183,230,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12972,2012-06-29,3,1,6,16,0,5,1,1,39,45,36,0,59,292,351,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12973,2012-06-29,3,1,6,17,0,5,1,1,40,46,34,13,82,457,539,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12974,2012-06-29,3,1,6,18,0,5,1,1,39,43,31,0,50,414,464,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12975,2012-06-29,3,1,6,19,0,5,1,1,37,44,47,13,60,303,363,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12976,2012-06-29,3,1,6,20,0,5,1,1,38,45,42,17,53,255,308,Autumn,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12977,2012-06-29,3,1,6,21,0,5,1,2,35,42,53,13,41,195,236,Autumn,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
12978,2012-06-29,3,1,6,22,0,5,1,3,34,42,63,13,34,129,163,Autumn,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
12979,2012-06-29,3,1,6,23,0,5,1,3,34,42,63,13,6,42,48,Autumn,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
12980,2012-06-30,3,1,6,0,0,6,0,3,26,29,89,11,4,65,69,Autumn,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
12981,2012-06-30,3,1,6,1,0,6,0,3,26,29,89,15,3,55,58,Autumn,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
12982,2012-06-30,3,1,6,2,0,6,0,2,26,29,89,0,7,54,61,Autumn,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
12983,2012-06-30,3,1,6,3,0,6,0,2,26,29,89,0,3,20,23,Autumn,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
12984,2012-06-30,3,1,6,4,0,6,0,2,25,27,94,0,3,15,18,Autumn,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
12985,2012-06-30,3,1,6,5,0,6,0,1,26,29,89,11,3,7,10,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12986,2012-06-30,3,1,6,6,0,6,0,1,26,29,89,11,6,36,42,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12987,2012-06-30,3,1,6,7,0,6,0,1,26,29,89,11,10,82,92,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12988,2012-06-30,3,1,6,8,0,6,0,1,26,29,89,11,26,168,194,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12989,2012-06-30,3,1,6,9,0,6,0,1,26,29,89,11,41,234,275,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12990,2012-06-30,3,1,6,10,0,6,0,1,36,39,30,17,96,308,404,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12991,2012-06-30,3,1,6,11,0,6,0,1,36,39,30,17,102,350,452,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12992,2012-06-30,3,1,6,12,0,6,0,1,36,39,30,17,143,328,471,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12993,2012-06-30,3,1,6,13,0,6,0,1,36,39,30,17,105,323,428,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12994,2012-06-30,3,1,6,14,0,6,0,1,36,39,30,17,114,295,409,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12995,2012-06-30,3,1,6,15,0,6,0,1,36,39,30,17,117,287,404,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12996,2012-06-30,3,1,6,16,0,6,0,1,37,39,29,11,109,264,373,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12997,2012-06-30,3,1,6,17,0,6,0,1,36,39,32,9,131,231,362,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12998,2012-06-30,3,1,6,18,0,6,0,1,36,39,35,0,91,248,339,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
12999,2012-06-30,3,1,6,19,0,6,0,1,34,38,44,17,134,240,374,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13000,2012-06-30,3,1,6,20,0,6,0,1,34,39,52,11,88,204,292,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13001,2012-06-30,3,1,6,21,0,6,0,1,34,39,52,11,48,165,213,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13002,2012-06-30,3,1,6,22,0,6,0,1,32,37,62,11,38,134,172,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13003,2012-06-30,3,1,6,23,0,6,0,1,32,37,62,6,33,119,152,Autumn,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13004,2012-07-01,3,1,7,0,0,0,0,1,31,36,66,0,27,122,149,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13005,2012-07-01,3,1,7,1,0,0,0,1,30,35,70,9,12,81,93,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13006,2012-07-01,3,1,7,2,0,0,0,1,30,35,74,6,21,69,90,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13007,2012-07-01,3,1,7,3,0,0,0,1,30,36,84,9,6,27,33,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13008,2012-07-01,3,1,7,4,0,0,0,1,29,33,79,13,0,4,4,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13009,2012-07-01,3,1,7,5,0,0,0,1,28,32,79,7,3,7,10,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13010,2012-07-01,3,1,7,6,0,0,0,1,29,33,79,6,8,19,27,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13011,2012-07-01,3,1,7,7,0,0,0,1,30,35,70,0,13,37,50,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13012,2012-07-01,3,1,7,8,0,0,0,1,32,37,62,7,36,106,142,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13013,2012-07-01,3,1,7,9,0,0,0,1,34,39,56,0,51,168,219,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13014,2012-07-01,3,1,7,10,0,0,0,1,35,39,44,20,98,268,366,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13015,2012-07-01,3,1,7,11,0,0,0,1,36,40,39,15,121,256,377,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13016,2012-07-01,3,1,7,12,0,0,0,1,37,41,37,15,114,319,433,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13017,2012-07-01,3,1,7,13,0,0,0,1,38,42,33,17,111,309,420,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13018,2012-07-01,3,1,7,14,0,0,0,1,38,42,33,17,98,346,444,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13019,2012-07-01,3,1,7,15,0,0,0,1,37,41,37,19,101,244,345,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13020,2012-07-01,3,1,7,16,0,0,0,1,38,42,33,20,85,228,313,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13021,2012-07-01,3,1,7,17,0,0,0,1,38,40,26,20,90,323,413,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13022,2012-07-01,3,1,7,18,0,0,0,1,36,39,32,24,95,275,370,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13023,2012-07-01,3,1,7,19,0,0,0,1,34,37,39,9,103,279,382,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13024,2012-07-01,3,1,7,20,0,0,0,1,34,37,39,9,88,244,332,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13025,2012-07-01,3,1,7,21,0,0,0,1,34,37,39,9,77,181,258,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13026,2012-07-01,3,1,7,22,0,0,0,1,34,37,43,9,41,110,151,Autumn,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13027,2012-07-01,3,1,7,23,0,0,0,3,32,36,52,11,22,88,110,Autumn,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
13028,2012-07-02,3,1,7,0,0,1,1,2,31,36,58,15,12,31,43,Autumn,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
13029,2012-07-02,3,1,7,1,0,1,1,2,31,36,58,13,3,14,17,Autumn,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
13030,2012-07-02,3,1,7,2,0,1,1,2,30,33,51,17,1,14,15,Autumn,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
13031,2012-07-02,3,1,7,3,0,1,1,2,30,33,54,28,0,5,5,Autumn,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
13032,2012-07-02,3,1,7,4,0,1,1,2,30,33,54,20,2,10,12,Autumn,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
13033,2012-07-02,3,1,7,5,0,1,1,2,30,33,51,0,3,37,40,Autumn,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
13034,2012-07-02,3,1,7,6,0,1,1,1,29,33,58,7,4,132,136,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13035,2012-07-02,3,1,7,7,0,1,1,1,30,33,51,7,8,390,398,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13036,2012-07-02,3,1,7,8,0,1,1,1,31,35,52,13,20,548,568,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13037,2012-07-02,3,1,7,9,0,1,1,1,32,35,46,17,56,239,295,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13038,2012-07-02,3,1,7,10,0,1,1,1,33,36,43,17,70,104,174,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13039,2012-07-02,3,1,7,11,0,1,1,1,34,36,28,20,67,134,201,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13040,2012-07-02,3,1,7,12,0,1,1,1,34,36,32,13,74,183,257,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13041,2012-07-02,3,1,7,13,0,1,1,1,35,38,34,15,74,162,236,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13042,2012-07-02,3,1,7,14,0,1,1,1,35,38,34,15,79,151,230,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13043,2012-07-02,3,1,7,15,0,1,1,1,34,37,36,13,59,175,234,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13044,2012-07-02,3,1,7,16,0,1,1,1,34,37,36,19,61,304,365,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13045,2012-07-02,3,1,7,17,0,1,1,1,34,36,32,9,82,665,747,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13046,2012-07-02,3,1,7,18,0,1,1,1,34,36,32,11,72,658,730,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13047,2012-07-02,3,1,7,19,0,1,1,1,32,35,43,9,71,510,581,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13048,2012-07-02,3,1,7,20,0,1,1,1,32,35,43,9,38,357,395,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
13049,2012-07-02,3,1,7,21,0,1,1,1,31,34,45,9,17,241,258,Autumn,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
