,Year_Birth,Education,Income,NumWebVisitsMonth,Total_Day,Total_Cmp,Total_Purchase,Total_Child,Cluster
1271,1946,Graduation,78569.0,1,130,2.0,15.0,0.0,4
1272,1978,Graduation,7500.0,6,549,0.0,10.0,2.0,0
1273,1953,Graduation,94384.0,2,482,4.0,18.0,0.0,4
1274,1985,2n Cycle,23148.0,7,131,0.0,6.0,0.0,0
1275,1970,Graduation,44267.0,9,489,0.0,16.0,2.0,2
1276,1979,Graduation,71626.0,3,605,1.0,19.0,0.0,3
1277,1966,Graduation,60894.0,7,366,0.0,26.0,1.0,3
1278,1976,Graduation,50200.0,8,452,0.0,19.0,2.0,2
1279,1965,PhD,81051.0,2,37,2.0,23.0,0.0,4
1280,1982,Graduation,65169.0,6,166,5.0,28.0,0.0,3
1281,1972,Graduation,59868.0,6,342,0.0,32.0,1.0,3
1282,1960,PhD,65695.0,4,149,0.0,21.0,1.0,3
1283,1956,Master,64857.0,4,583,0.0,23.0,0.0,3
1284,1965,Master,45143.0,7,307,0.0,15.0,1.0,2
1285,1955,2n Cycle,74805.0,2,235,0.0,26.0,1.0,4
1286,1989,2n Cycle,59060.0,4,169,0.0,14.0,1.0,3
1287,1962,PhD,27238.0,9,435,0.0,9.0,2.0,0
1288,1965,Graduation,47009.0,4,271,0.0,17.0,1.0,2
1289,1973,2n Cycle,46094.0,7,19,0.0,5.0,2.0,2
1290,1972,Graduation,40321.0,7,335,0.0,8.0,2.0,1
1291,1984,Graduation,37235.0,4,148,0.0,5.0,1.0,1
1292,1960,Master,81843.0,3,433,0.0,27.0,0.0,4
1293,1958,Master,46692.0,6,388,0.0,15.0,1.0,2
1294,1968,Graduation,77382.0,1,173,1.0,26.0,1.0,4
1295,1977,Graduation,37774.0,9,664,2.0,16.0,2.0,1
1296,1974,Basic,18393.0,8,92,0.0,8.0,1.0,0
1297,1962,Master,72828.0,7,500,0.0,28.0,1.0,3
1298,1982,Graduation,24711.0,7,72,0.0,7.0,0.0,0
1299,1975,PhD,45503.0,5,277,0.0,9.0,1.0,2
1300,1945,PhD,71604.0,4,224,2.0,17.0,0.0,3
1301,1979,Graduation,27244.0,7,114,0.0,8.0,1.0,0
1302,1969,Graduation,48752.0,9,564,1.0,17.0,2.0,2
1303,1962,Graduation,71434.0,4,284,2.0,21.0,1.0,3
1304,1948,Graduation,90842.0,1,335,0.0,27.0,0.0,4
1305,1978,Master,88097.0,9,680,4.0,20.0,1.0,4
1306,1975,Graduation,51948.0,5,285,0.0,13.0,1.0,2
1307,1982,Graduation,71853.0,1,417,0.0,17.0,0.0,3
1308,1983,Master,35876.0,6,70,0.0,8.0,0.0,1
1309,1952,Graduation,40049.0,6,256,0.0,5.0,1.0,1
1310,1982,Graduation,39660.0,9,690,1.0,14.0,1.0,1
1311,1962,Graduation,50127.0,6,31,1.0,13.0,1.0,2
1312,1977,Master,43263.0,5,585,0.0,16.0,1.0,1
1313,1949,Master,62845.0,8,636,2.0,28.0,2.0,3
1314,1990,Graduation,18929.0,6,498,0.0,6.0,0.0,0
1315,1982,Basic,24367.0,9,466,0.0,4.0,1.0,0
1316,1975,Graduation,33249.0,6,494,0.0,8.0,1.0,1
1317,1959,2n Cycle,26887.0,6,504,0.0,5.0,1.0,0
1318,1983,PhD,50150.0,5,374,0.0,16.0,0.0,2
1319,1976,Graduation,62061.0,6,302,1.0,24.0,1.0,3
1320,1962,PhD,85696.0,1,422,1.0,20.0,0.0,4
1321,1956,PhD,76542.0,2,456,0.0,23.0,0.0,4
1322,1993,Graduation,70515.0,2,251,1.0,17.0,0.0,3
1323,1987,Graduation,18227.0,8,598,0.0,4.0,1.0,0
1324,1965,Graduation,69139.0,4,153,0.0,11.0,1.0,3
1325,1982,Graduation,69109.0,4,597,2.0,20.0,0.0,3
1326,1962,Graduation,69627.0,5,469,0.0,23.0,1.0,3
1327,1978,Graduation,38136.0,8,433,1.0,8.0,1.0,1
1328,1946,PhD,62159.0,4,62,0.0,19.0,0.0,3
1329,1963,Graduation,80695.0,2,182,0.0,19.0,0.0,4
1330,1971,Master,33316.0,6,268,0.0,10.0,2.0,1
1331,1968,Graduation,58554.0,7,641,0.0,22.0,2.0,2
1332,1992,Basic,17256.0,8,218,1.0,7.0,1.0,0
1333,1974,Graduation,53034.0,8,395,0.0,22.0,2.0,2
1334,1950,2n Cycle,52203.0,6,698,0.0,27.0,0.0,2
1335,1977,2n Cycle,59601.0,8,339,1.0,15.0,1.0,3
1336,1958,Master,75154.0,3,663,1.0,16.0,1.0,4
1337,1976,Graduation,47025.0,6,234,0.0,17.0,1.0,2
1338,1973,Graduation,37971.0,8,216,0.0,5.0,1.0,1
1339,1968,Master,41335.0,7,185,0.0,12.0,1.0,1
1340,1958,Graduation,67267.0,2,47,0.0,11.0,1.0,3
1341,1975,Graduation,57338.0,5,61,0.0,12.0,1.0,2
1342,1960,2n Cycle,50523.0,6,186,0.0,8.0,2.0,2
1343,1965,Master,35791.0,8,419,0.0,6.0,3.0,1
1344,1960,PhD,50611.0,6,633,1.0,22.0,1.0,2
1345,1969,PhD,56242.0,6,483,0.0,28.0,1.0,2
1346,1960,Graduation,48904.0,8,574,0.0,17.0,1.0,2
1347,1975,Graduation,56243.0,5,181,0.0,20.0,3.0,2
1348,1985,Graduation,21355.0,6,313,2.0,7.0,1.0,0
1349,1971,Master,57420.0,7,369,1.0,15.0,1.0,2
1350,1955,Master,46390.0,7,55,0.0,10.0,1.0,2
1351,1956,2n Cycle,54342.0,6,361,0.0,12.0,2.0,2
1352,1973,Graduation,20895.0,9,631,0.0,6.0,1.0,0
1353,1948,Graduation,92344.0,1,165,2.0,20.0,0.0,4
1354,1976,2n Cycle,26907.0,7,313,0.0,6.0,2.0,0
1355,1980,Graduation,44964.0,8,560,0.0,5.0,2.0,2
1356,1979,Graduation,75507.0,3,58,0.0,21.0,0.0,4
1357,1972,Master,53761.0,5,261,0.0,17.0,2.0,2
1358,1973,Graduation,22682.0,4,269,0.0,10.0,1.0,0
1359,1972,PhD,38887.0,7,119,0.0,5.0,1.0,1
1360,1975,2n Cycle,41658.0,4,597,0.0,6.0,2.0,1
1361,1972,PhD,29791.0,5,45,0.0,7.0,1.0,1
1362,1956,Master,63915.0,5,334,0.0,23.0,2.0,3
1363,1974,Graduation,39996.0,6,38,0.0,4.0,2.0,1
1364,1972,Graduation,26759.0,6,142,0.0,8.0,1.0,0
1365,1968,Master,63841.0,6,434,0.0,22.0,1.0,3
1366,1969,PhD,51039.0,7,566,0.0,14.0,2.0,2
1367,1961,Graduation,60544.0,6,673,0.0,15.0,2.0,3
1368,1972,Graduation,65685.0,5,92,0.0,21.0,1.0,3
1369,1953,Graduation,37716.0,7,69,0.0,10.0,1.0,1
1370,1957,Graduation,36864.0,8,685,1.0,14.0,1.0,1
1371,1970,Master,44511.0,8,625,0.0,26.0,1.0,2
1372,1967,PhD,36947.0,9,691,0.0,11.0,2.0,1
1373,1951,Master,47352.0,7,444,0.0,16.0,1.0,2
1374,1953,Master,67087.0,4,194,0.0,22.0,1.0,3
1375,1950,Graduation,57045.0,3,659,0.0,18.0,1.0,2
1376,1953,PhD,36957.0,9,661,1.0,11.0,2.0,1
1377,1977,PhD,69389.0,4,639,0.0,22.0,1.0,3
1378,1972,Graduation,80134.0,6,405,4.0,16.0,1.0,4
1379,1969,Master,43142.0,7,131,0.0,4.0,2.0,1
1380,1944,Graduation,80589.0,1,158,2.0,21.0,0.0,4
1381,1990,Graduation,34412.0,9,501,0.0,11.0,1.0,1
1382,1979,Graduation,57537.0,4,384,0.0,19.0,1.0,2
1383,1966,Basic,22634.0,8,529,0.0,6.0,0.0,0
1384,1948,Graduation,51315.0,2,126,0.0,10.0,0.0,2
1385,1972,Graduation,36026.0,6,105,0.0,7.0,3.0,1
1386,1973,Graduation,24639.0,6,152,0.0,9.0,2.0,0
1387,1972,PhD,34578.0,6,79,0.0,4.0,3.0,1
1388,1972,2n Cycle,65704.0,1,259,0.0,23.0,0.0,3
1389,1966,Graduation,63810.0,8,595,1.0,23.0,1.0,3
1390,1969,PhD,54132.0,7,133,0.0,5.0,1.0,2
1391,1959,Graduation,18690.0,8,548,0.0,5.0,0.0,0
1392,1970,Graduation,28164.0,7,421,0.0,9.0,1.0,0
1393,1974,PhD,34596.0,8,442,0.0,4.0,1.0,1
1394,1972,PhD,43269.0,8,286,0.0,4.0,1.0,1
1395,1958,2n Cycle,38741.0,7,91,0.0,7.0,2.0,1
1396,1972,Graduation,31907.0,7,482,0.0,14.0,0.0,1
1397,1983,Master,27100.0,7,450,0.0,5.0,1.0,0
1398,1973,2n Cycle,31163.0,6,136,0.0,5.0,1.0,1
1399,1985,Graduation,92533.0,2,192,2.0,23.0,0.0,4
1400,1973,Graduation,34853.0,6,188,0.0,7.0,2.0,1
1401,1967,Graduation,70844.0,7,242,0.0,17.0,2.0,3
1402,1979,2n Cycle,31086.0,8,421,1.0,6.0,2.0,1
1403,1961,Graduation,60544.0,6,673,0.0,15.0,2.0,3
1404,1986,2n Cycle,20491.0,7,520,0.0,4.0,0.0,0
1405,1964,Graduation,42523.0,2,67,0.0,7.0,0.0,1
1406,1983,Graduation,39922.0,8,500,0.0,9.0,1.0,1
1407,1952,Graduation,33402.0,8,346,0.0,9.0,2.0,1
1408,1949,Master,36408.0,6,281,0.0,4.0,2.0,1
1409,1979,Graduation,21645.0,9,664,1.0,9.0,1.0,0
1410,1948,Master,78427.0,3,613,2.0,23.0,0.0,4
1411,1946,Graduation,82657.0,4,275,2.0,23.0,0.0,4
1412,1958,Graduation,51876.0,1,257,0.0,13.0,0.0,2
1413,1971,2n Cycle,78041.0,2,560,0.0,18.0,0.0,4
1414,1957,Graduation,52852.0,8,575,1.0,26.0,1.0,2
1415,1982,PhD,70038.0,2,247,0.0,17.0,0.0,3
1416,1973,2n Cycle,69401.0,2,98,0.0,17.0,1.0,3
1417,1972,Graduation,46053.0,5,497,0.0,12.0,1.0,2
1418,1965,Graduation,77343.0,1,20,0.0,17.0,0.0,4
1419,1953,Graduation,73892.0,1,228,1.0,23.0,0.0,3
1420,1967,PhD,40304.0,7,272,0.0,6.0,1.0,1
1421,1965,PhD,32727.0,8,670,0.0,17.0,0.0,1
1422,1969,Graduation,68695.0,2,4,0.0,16.0,0.0,3
1423,1971,Graduation,43300.0,8,624,1.0,11.0,1.0,1
1424,1972,Graduation,26290.0,6,533,0.0,10.0,2.0,0
1425,1970,Graduation,93790.0,2,137,4.0,25.0,0.0,4
1426,1974,PhD,38410.0,6,653,1.0,18.0,0.0,1
1427,1950,Master,64866.0,5,154,1.0,21.0,1.0,3
1428,1959,Graduation,57957.0,3,314,0.0,25.0,1.0,2
1429,1955,PhD,46015.0,7,77,2.0,5.0,2.0,2
1430,1978,Graduation,16531.0,7,11,0.0,9.0,1.0,0
1431,1986,Master,28072.0,7,356,0.0,5.0,1.0,0
1432,1963,Master,49476.0,2,374,0.0,22.0,1.0,2
1433,1953,Graduation,50725.0,8,501,0.0,21.0,1.0,2
1434,1952,Graduation,83844.0,1,413,1.0,20.0,0.0,4
1435,1950,PhD,41145.0,3,141,0.0,4.0,2.0,1
1436,1970,Graduation,67419.0,5,529,0.0,25.0,1.0,3
1437,1970,2n Cycle,23162.0,6,190,0.0,8.0,2.0,0
1438,1977,Graduation,34380.0,8,423,0.0,12.0,1.0,1
1439,1966,Graduation,34704.0,5,428,0.0,5.0,1.0,1
1440,1969,PhD,94871.0,7,666,3.0,18.0,2.0,4
1441,1958,Graduation,65148.0,4,590,0.0,21.0,1.0,3
1442,1954,Graduation,39898.0,7,502,0.0,9.0,1.0,1
1443,1956,Master,64857.0,4,583,0.0,23.0,0.0,3
1444,1970,PhD,59892.0,3,239,0.0,7.0,1.0,3
1445,1987,Master,41020.0,3,244,0.0,10.0,0.0,1
1446,1961,PhD,57072.0,5,156,1.0,27.0,1.0,2
1447,1979,Graduation,60474.0,7,454,0.0,31.0,1.0,3
1448,1960,Graduation,62807.0,5,667,0.0,23.0,1.0,3
1449,1981,2n Cycle,19414.0,8,256,0.0,5.0,1.0,0
1450,1980,Graduation,19107.0,7,311,0.0,6.0,1.0,0
1451,1976,2n Cycle,75484.0,4,696,0.0,18.0,1.0,4
1452,1976,Master,70379.0,4,483,0.0,25.0,1.0,3
1453,1970,Master,79419.0,2,7,0.0,15.0,0.0,4
1454,1946,PhD,64014.0,7,19,1.0,22.0,3.0,3
1455,1955,Graduation,76998.0,6,534,1.0,29.0,1.0,4
1456,1972,Master,49854.0,6,231,0.0,18.0,1.0,2
1457,1971,PhD,60585.0,5,370,1.0,30.0,2.0,3
1458,1950,PhD,42873.0,8,524,0.0,15.0,2.0,1
1459,1978,Graduation,57867.0,6,271,0.0,25.0,1.0,2
1460,1990,Graduation,35765.0,6,200,0.0,8.0,1.0,1
1461,1959,Graduation,65492.0,2,154,0.0,26.0,0.0,3
1462,1977,Graduation,32952.0,7,210,0.0,6.0,1.0,1
1463,1969,PhD,53374.0,9,682,2.0,21.0,1.0,2
1464,1959,Graduation,71706.0,5,593,0.0,25.0,1.0,3
1465,1988,Graduation,68487.0,4,532,0.0,30.0,0.0,3
1466,1975,Master,53253.0,5,503,0.0,19.0,2.0,2
1467,1973,2n Cycle,31163.0,6,136,0.0,5.0,1.0,1
1468,1977,Graduation,42014.0,8,681,1.0,20.0,1.0,1
1469,1973,Master,54108.0,8,601,0.0,32.0,2.0,2
1470,1955,PhD,49667.0,8,678,2.0,22.0,0.0,2
1471,1974,Master,63206.0,2,101,1.0,14.0,0.0,3
1472,1972,Master,57136.0,6,355,0.0,26.0,2.0,2
1473,1975,2n Cycle,46772.0,8,599,1.0,30.0,1.0,2
1474,1971,PhD,78931.0,1,247,0.0,24.0,0.0,4
1475,1958,Graduation,53977.0,5,386,0.0,27.0,1.0,2
1476,1988,Graduation,84219.0,1,147,0.0,18.0,0.0,4
1477,1975,Master,46098.0,8,680,0.0,11.0,2.0,2
1478,1965,Graduation,73538.0,7,581,0.0,26.0,1.0,3
1479,1986,Graduation,79529.0,2,63,0.0,22.0,0.0,4
1480,1977,2n Cycle,20981.0,8,425,1.0,7.0,0.0,0
1481,1980,Graduation,51766.0,5,110,0.0,12.0,1.0,2
1482,1962,Graduation,55759.0,8,578,0.0,26.0,1.0,2
1483,1978,Graduation,33039.0,5,293,0.0,7.0,1.0,1
1484,1972,Master,37787.0,8,282,0.0,7.0,1.0,1
1485,1970,Graduation,27242.0,9,595,1.0,7.0,1.0,0
1486,1983,PhD,87188.0,3,391,1.0,19.0,0.0,4
1487,1971,Graduation,69930.0,3,399,0.0,22.0,0.0,3
1488,1976,Graduation,37697.0,6,142,0.0,7.0,1.0,1
1489,1973,PhD,37401.0,7,54,0.0,7.0,1.0,1
1490,1976,Graduation,58597.0,7,586,0.0,32.0,2.0,2
1491,1948,PhD,82032.0,1,85,0.0,17.0,0.0,4
1492,1958,Graduation,28087.0,7,565,0.0,9.0,2.0,0
1493,1987,PhD,74004.0,3,125,3.0,15.0,0.0,3
1494,1960,Graduation,19740.0,5,462,0.0,7.0,1.0,0
1495,1975,2n Cycle,57036.0,9,565,1.0,26.0,1.0,2
1496,1958,2n Cycle,53083.0,7,410,1.0,17.0,2.0,2
1497,1975,PhD,69283.0,5,15,0.0,27.0,1.0,3
1498,1975,Master,46098.0,8,680,1.0,11.0,2.0,2
1499,1988,2n Cycle,23331.0,8,663,0.0,8.0,1.0,0
1500,1988,2n Cycle,23331.0,9,632,0.0,17.0,1.0,0
1501,1989,Graduation,9255.0,8,191,0.0,5.0,1.0,0
1502,1959,PhD,67786.0,1,204,1.0,16.0,0.0,3
1503,1971,PhD,71969.0,8,621,1.0,19.0,1.0,3
1504,1967,Master,59235.0,7,533,0.0,28.0,1.0,3
1505,1989,Graduation,31928.0,7,93,0.0,9.0,1.0,1
1506,1961,Master,74881.0,5,478,0.0,27.0,2.0,4
1507,1978,Graduation,65819.0,3,577,0.0,20.0,0.0,3
1508,1953,PhD,51411.0,5,399,0.0,4.0,3.0,2
1509,1964,Graduation,51983.0,7,667,0.0,24.0,1.0,2
1510,1986,Master,42386.0,8,532,0.0,7.0,1.0,1
1511,1987,2n Cycle,30390.0,6,300,0.0,6.0,0.0,1
1512,1963,Graduation,30983.0,8,597,1.0,8.0,0.0,1
1513,1957,Graduation,66033.0,7,525,0.0,20.0,1.0,3
1514,1975,2n Cycle,37284.0,6,457,0.0,4.0,2.0,1
1515,1951,Master,57530.0,1,260,0.0,7.0,1.0,2
1516,1965,2n Cycle,76800.0,1,113,0.0,16.0,0.0,4
1517,1956,Graduation,63943.0,5,665,0.0,17.0,1.0,3
1518,1962,Graduation,76081.0,2,37,1.0,14.0,0.0,4
1519,1974,Graduation,67445.0,6,686,0.0,32.0,1.0,3
1520,1967,Master,37054.0,7,287,0.0,6.0,2.0,1
1521,1962,Master,47175.0,8,609,2.0,17.0,2.0,2
1522,1976,Graduation,31859.0,7,380,0.0,4.0,1.0,1
1523,1961,Graduation,27215.0,6,522,0.0,11.0,3.0,0
1524,1976,PhD,70179.0,5,343,0.0,26.0,1.0,3
1525,1983,Graduation,39922.0,8,500,0.0,9.0,1.0,1
1526,1976,Master,49681.0,7,237,0.0,21.0,2.0,2
1527,1988,Graduation,24645.0,8,605,0.0,4.0,1.0,0
1528,1954,Graduation,79865.0,1,11,0.0,21.0,1.0,4
1529,1985,Graduation,44322.0,8,13,0.0,8.0,1.0,2
1530,1952,Graduation,47958.0,5,526,0.0,16.0,1.0,2
1531,1964,Master,63972.0,4,574,1.0,23.0,1.0,3
1532,1954,Graduation,75315.0,2,75,0.0,23.0,1.0,4
1533,1950,PhD,55517.0,9,640,1.0,23.0,2.0,2
1534,1957,PhD,75283.0,4,459,0.0,25.0,3.0,4
1535,1946,PhD,82800.0,3,582,3.0,26.0,0.0,4
1536,1954,Graduation,38998.0,8,603,0.0,8.0,2.0,1
1537,1986,Master,27161.0,7,244,0.0,5.0,1.0,0
1538,1977,Graduation,42014.0,8,681,1.0,20.0,1.0,1
1539,1960,PhD,38201.0,8,457,0.0,15.0,1.0,1
1540,1982,Graduation,45203.0,6,98,1.0,8.0,2.0,2
1541,1947,PhD,81574.0,1,62,2.0,18.0,0.0,4
1542,1992,Graduation,34935.0,7,373,0.0,8.0,0.0,1
1543,1976,Master,60482.0,7,522,0.0,17.0,1.0,3
1544,1956,Graduation,34633.0,6,157,0.0,4.0,3.0,1
1545,1947,Master,78093.0,1,200,0.0,17.0,0.0,4
1546,1950,Graduation,82460.0,1,209,0.0,15.0,0.0,4
1547,1966,Master,45903.0,4,67,0.0,8.0,1.0,2
1548,1987,Graduation,81361.0,1,124,1.0,27.0,0.0,4
1549,1973,PhD,35860.0,5,41,2.0,6.0,2.0,1
1550,1952,Master,40442.0,7,679,1.0,12.0,2.0,1
1551,1965,Graduation,61482.0,2,2,0.0,12.0,0.0,3
1552,1980,Graduation,34968.0,7,445,0.0,17.0,1.0,1
1553,1987,Graduation,75794.0,3,187,1.0,25.0,0.0,4
1554,1962,PhD,31497.0,8,570,0.0,10.0,1.0,1
1555,1955,Graduation,74268.0,2,500,0.0,13.0,0.0,4
1556,1988,Basic,13724.0,9,667,1.0,5.0,1.0,0
1557,1965,Master,45143.0,7,307,0.0,15.0,1.0,2
1558,1967,PhD,52569.0,3,85,0.0,7.0,1.0,2
1559,1973,PhD,48432.0,8,619,1.0,19.0,1.0,2
1560,1960,Master,17144.0,7,134,0.0,12.0,2.0,0
1561,1984,Graduation,36108.0,9,257,1.0,15.0,1.0,1
1562,1971,Graduation,76445.0,6,639,0.0,21.0,1.0,4
1563,1975,PhD,36663.0,2,65,0.0,6.0,1.0,1
1564,1965,Master,53843.0,7,367,0.0,20.0,1.0,2
1565,1956,Master,90226.0,2,641,1.0,24.0,0.0,4
1566,1955,Master,70638.0,3,393,1.0,20.0,0.0,3
1567,1960,Graduation,44512.0,4,303,0.0,6.0,2.0,2
1568,1961,Graduation,27116.0,7,119,0.0,7.0,2.0,0
1569,1963,PhD,54072.0,8,337,0.0,5.0,2.0,2
1570,1977,Graduation,71855.0,3,529,0.0,25.0,1.0,3
1571,1990,2n Cycle,51250.0,9,456,1.0,24.0,1.0,2
1572,1973,Master,60432.0,6,112,0.0,19.0,1.0,3
1573,1964,PhD,65526.0,2,79,0.0,17.0,1.0,3
1574,1988,Graduation,68655.0,3,688,0.0,21.0,0.0,3
1575,1978,2n Cycle,12393.0,9,572,0.0,6.0,0.0,0
1576,1990,Graduation,64509.0,4,316,2.0,19.0,0.0,3
1577,1975,Graduation,33955.0,8,324,0.0,15.0,1.0,1
1578,1977,Graduation,31353.0,8,182,1.0,6.0,2.0,1
1579,1984,Graduation,55434.0,4,267,0.0,24.0,1.0,2
1580,1983,Graduation,28359.0,7,245,0.0,4.0,1.0,0
1581,1987,Graduation,57100.0,3,42,0.0,14.0,1.0,2
1582,1965,Graduation,69139.0,4,153,0.0,11.0,1.0,3
1583,1956,Master,52973.0,8,598,0.0,31.0,1.0,2
1584,1965,PhD,51717.0,7,313,1.0,8.0,1.0,2
1585,1971,Graduation,18793.0,8,533,0.0,9.0,1.0,0
1586,1982,2n Cycle,66664.0,3,642,0.0,19.0,0.0,3
1587,1959,Graduation,50664.0,9,529,0.0,24.0,2.0,2
1588,1963,Graduation,54414.0,4,522,0.0,13.0,2.0,2
1589,1952,PhD,54549.0,7,118,0.0,12.0,1.0,2
1590,1971,PhD,47111.0,9,659,0.0,21.0,1.0,2
1591,1963,PhD,41003.0,6,469,0.0,17.0,0.0,1
1592,1982,Graduation,19444.0,7,127,1.0,10.0,1.0,0
1593,1976,2n Cycle,36301.0,7,247,0.0,7.0,1.0,1
1594,1947,PhD,73059.0,4,302,0.0,26.0,1.0,3
1595,1969,PhD,42731.0,5,251,0.0,13.0,1.0,1
1596,1959,PhD,52854.0,5,97,0.0,9.0,2.0,2
1597,1978,Graduation,22775.0,8,375,0.0,4.0,1.0,0
1598,1948,PhD,46681.0,5,264,0.0,16.0,2.0,2
1599,1955,PhD,59821.0,8,443,0.0,26.0,1.0,3
1600,1954,Graduation,50002.0,7,377,0.0,19.0,1.0,2
1601,1945,Graduation,69755.0,1,270,0.0,22.0,0.0,3
1602,1969,Graduation,44078.0,5,10,0.0,7.0,2.0,2
1603,1976,Master,30560.0,7,367,0.0,5.0,1.0,1
1604,1969,Master,35924.0,5,98,0.0,5.0,2.0,1
1605,1964,PhD,64140.0,5,279,4.0,18.0,2.0,3
1606,1981,Graduation,56386.0,9,610,0.0,25.0,2.0,2
1607,1979,Basic,24594.0,5,201,0.0,5.0,1.0,0
1608,1981,2n Cycle,75774.0,4,58,0.0,21.0,1.0,4
1609,1960,Master,39228.0,4,415,0.0,4.0,0.0,1
1610,1974,Master,58494.0,6,199,0.0,16.0,1.0,2
1611,1981,Graduation,58684.0,2,13,1.0,21.0,0.0,2
1612,1967,Graduation,57136.0,6,407,1.0,20.0,0.0,2
1613,1950,PhD,56551.0,4,53,0.0,10.0,2.0,2
1614,1982,Graduation,22448.0,3,123,0.0,9.0,1.0,0
1615,1961,Graduation,82014.0,6,678,1.0,22.0,0.0,4
1616,1963,Graduation,34213.0,9,660,1.0,9.0,2.0,1
1617,1947,PhD,25358.0,6,342,0.0,6.0,1.0,0
1618,1978,Master,35544.0,7,113,0.0,6.0,1.0,1
1619,1954,Master,36634.0,7,397,0.0,15.0,1.0,1
1620,1954,PhD,62670.0,3,147,0.0,22.0,1.0,3
1621,1972,2n Cycle,50334.0,6,340,0.0,23.0,1.0,2
1622,1981,Graduation,72066.0,2,6,3.0,17.0,0.0,3
1623,1958,PhD,50729.0,6,423,0.0,24.0,2.0,2
1624,1968,Graduation,34916.0,9,410,0.0,13.0,2.0,1
1625,1976,Graduation,64892.0,4,31,0.0,24.0,1.0,3
1626,1966,Graduation,43602.0,6,170,0.0,9.0,2.0,1
1627,1989,PhD,33996.0,4,291,0.0,6.0,0.0,1
1628,1985,2n Cycle,41473.0,7,375,0.0,6.0,1.0,1
1629,1967,PhD,63246.0,4,313,0.0,22.0,2.0,3
1630,1959,PhD,36732.0,2,182,0.0,9.0,2.0,1
1631,1970,PhD,69084.0,8,222,0.0,25.0,1.0,3
1632,1967,PhD,77766.0,6,492,2.0,34.0,1.0,4
1633,1985,PhD,37929.0,7,334,3.0,13.0,0.0,1
1634,1951,Graduation,86610.0,2,297,0.0,18.0,0.0,4
1635,1986,Master,80141.0,6,534,2.0,22.0,0.0,4
1636,1955,2n Cycle,72635.0,3,391,1.0,21.0,0.0,3
1637,1970,Graduation,69016.0,5,584,0.0,34.0,1.0,3
1638,1991,2n Cycle,20193.0,4,578,0.0,7.0,0.0,0
1639,1975,Graduation,27573.0,8,461,0.0,14.0,1.0,0
1640,1979,Basic,15862.0,8,367,0.0,5.0,1.0,0
1641,1976,PhD,49544.0,7,502,0.0,16.0,1.0,2
1642,1980,Graduation,33228.0,7,157,0.0,6.0,1.0,1
1643,1978,Graduation,70440.0,3,264,1.0,23.0,0.0,3
1644,1971,Graduation,38232.0,5,163,0.0,11.0,2.0,1
1645,1955,PhD,22554.0,5,603,0.0,10.0,2.0,0
1646,1983,PhD,23536.0,3,25,0.0,4.0,1.0,0
1647,1952,Graduation,49413.0,5,247,0.0,13.0,1.0,2
1648,1969,Graduation,42231.0,5,96,0.0,5.0,2.0,1
1649,1980,Master,78789.0,2,690,1.0,16.0,0.0,4
1650,1968,Graduation,56534.0,8,341,3.0,25.0,1.0,2
1651,1971,Graduation,58350.0,6,541,0.0,27.0,1.0,2
1652,1989,Graduation,81217.0,1,345,0.0,22.0,0.0,4
1653,1951,Graduation,49090.0,7,345,0.0,21.0,1.0,2
1654,1987,Master,61787.0,5,358,0.0,19.0,0.0,3
1655,1985,PhD,18169.0,8,495,0.0,4.0,1.0,0
1656,1981,2n Cycle,24336.0,7,671,0.0,4.0,1.0,0
1657,1990,Graduation,18222.0,8,545,0.0,6.0,0.0,0
1658,1952,Graduation,62335.0,2,402,0.0,21.0,1.0,3
1659,1971,2n Cycle,42033.0,7,648,0.0,4.0,2.0,1
1660,1983,PhD,86580.0,1,487,1.0,11.0,0.0,4
1661,1957,PhD,41437.0,7,645,0.0,5.0,2.0,1
1662,1951,Master,73705.0,5,116,0.0,25.0,2.0,3
1663,1976,Graduation,61064.0,6,667,0.0,28.0,1.0,3
1664,1955,Master,38452.0,7,91,0.0,9.0,2.0,1
1665,1989,Graduation,18358.0,7,221,0.0,10.0,1.0,0
1666,1973,PhD,55012.0,5,100,0.0,25.0,1.0,2
1667,1973,Basic,9722.0,8,635,1.0,11.0,1.0,0
1668,1984,PhD,38175.0,7,279,0.0,11.0,1.0,1
1669,1956,Master,58656.0,6,647,1.0,32.0,1.0,2
1670,1965,Graduation,52117.0,7,682,0.0,13.0,1.0,2
1671,1978,Graduation,64813.0,5,178,0.0,20.0,1.0,3
1672,1973,PhD,54222.0,3,120,0.0,12.0,1.0,2
1673,1986,Graduation,83512.0,1,12,5.0,22.0,0.0,4
1674,1959,Master,77520.0,4,305,4.0,23.0,1.0,4
1675,1978,Graduation,41154.0,5,446,0.0,6.0,1.0,1
1676,1966,Graduation,80398.0,3,596,1.0,26.0,0.0,4
1677,1992,Basic,18746.0,6,31,0.0,8.0,1.0,0
1678,1984,Graduation,35196.0,8,593,0.0,18.0,1.0,1
1679,1956,Graduation,60230.0,5,405,0.0,17.0,1.0,3
1680,1977,Graduation,22108.0,7,52,0.0,7.0,2.0,0
1681,1974,Graduation,44392.0,7,297,0.0,14.0,2.0,2
1682,1976,PhD,55424.0,6,581,2.0,25.0,1.0,2
1683,1979,Graduation,17688.0,8,532,0.0,4.0,1.0,0
1684,1983,PhD,92491.0,3,424,4.0,25.0,0.0,4
